date,product_id,region,stock_available,stockout_hours,lead_time
2026-02-28,P040,North,776,0.08,6
2026-02-28,P040,South,827,0.1,3
2026-02-28,P040,East,940,0.45,4
2026-02-28,P040,West,331,0.44,6
2026-02-28,P040,Central,858,0.67,3
2026-02-28,P041,North,1011,0.38,5
2026-02-28,P041,South,410,0.69,2
2026-02-28,P041,East,792,0.28,3
2026-02-28,P041,West,646,0.02,6
2026-02-28,P041,Central,468,0.2,5
2026-02-28,P042,North,770,0.54,3
2026-02-28,P042,South,415,0.27,5
2026-02-28,P042,East,407,0.5,6
2026-02-28,P042,West,962,0.62,4
2026-02-28,P042,Central,502,0.19,6
2026-02-28,P043,North,667,0.36,7
2026-02-28,P043,South,335,0.4,6
2026-02-28,P043,East,314,0.41,4
2026-02-28,P043,West,332,0.14,3
2026-02-28,P043,Central,979,0.09,4
2026-02-28,P044,North,624,0.29,4
2026-02-28,P044,South,728,1.13,7
2026-02-28,P044,East,552,0.91,6
2026-02-28,P044,West,1035,1.21,3
2026-02-28,P044,Central,1194,0.21,3
2026-02-28,P045,North,654,0.1,4
2026-02-28,P045,South,503,0.26,5
2026-02-28,P045,East,530,0.19,3
2026-02-28,P045,West,209,0.27,7
2026-02-28,P045,Central,512,0.05,6
2026-02-28,P046,North,517,0.76,3
2026-02-28,P046,South,856,0.29,4
2026-02-28,P046,East,596,0.37,4
2026-02-28,P046,West,659,0.71,6
2026-02-28,P046,Central,257,0.07,6
2026-02-28,P047,North,611,0.14,5
2026-02-28,P047,South,831,0.56,5
2026-02-28,P047,East,259,0.44,4
2026-02-28,P047,West,737,0.44,5
2026-02-28,P047,Central,1305,0.38,5
2026-02-28,P048,North,627,0.29,6
2026-02-28,P048,South,744,0.68,6
2026-02-28,P048,East,599,0.07,3
2026-02-28,P048,West,706,0.32,4
2026-02-28,P048,Central,712,0.28,4
2026-02-28,P049,North,866,0.34,3
2026-02-28,P049,South,679,0.62,5
2026-02-28,P049,East,830,0.3,2
2026-02-28,P049,West,1039,0.03,3
2026-02-28,P049,Central,332,0.1,4
2026-02-28,P050,North,747,0.43,3
2026-02-28,P050,South,1197,0.07,5
2026-02-28,P050,East,1215,0.42,3
2026-02-28,P050,West,331,0.61,3
2026-02-28,P050,Central,1144,0.25,2
2026-03-01,P001,North,1353,0.06,4
2026-03-01,P001,South,939,1.49,3
2026-03-01,P001,East,706,0.32,6
2026-03-01,P001,West,882,0.32,5
2026-03-01,P001,Central,577,0.2,4
2026-03-01,P002,North,567,0.83,4
2026-03-01,P002,South,473,0.56,4
2026-03-01,P002,East,892,0.11,3
2026-03-01,P002,West,630,0.49,6
2026-03-01,P002,Central,400,0.54,3
2026-03-01,P003,North,622,0.68,3
2026-03-01,P003,South,929,0.62,2
2026-03-01,P003,East,632,0.04,3
2026-03-01,P003,West,445,0.75,2
2026-03-01,P003,Central,343,0.89,5
2026-03-01,P004,North,706,0.21,3
2026-03-01,P004,South,789,0.29,5
2026-03-01,P004,East,634,0.09,3
2026-03-01,P004,West,526,0.28,2
2026-03-01,P004,Central,488,0.33,6
2026-03-01,P005,North,780,0.72,3
2026-03-01,P005,South,741,0.47,5
2026-03-01,P005,East,1083,0.86,4
2026-03-01,P005,West,412,0.22,4
2026-03-01,P005,Central,387,0.6,6
2026-03-01,P006,North,351,0.28,5
2026-03-01,P006,South,1184,0.4,4
2026-03-01,P006,East,1085,0.19,5
2026-03-01,P006,West,798,0.96,3
2026-03-01,P006,Central,659,0.1,6
2026-03-01,P007,North,361,0.37,7
2026-03-01,P007,South,1149,0.22,5
2026-03-01,P007,East,1211,0.93,4
2026-03-01,P007,West,401,0.25,3
2026-03-01,P007,Central,1021,0.52,4
2026-03-01,P008,North,1157,0.08,7
2026-03-01,P008,South,1421,1.07,5
2026-03-01,P008,East,1194,0.23,6
2026-03-01,P008,West,1305,0.45,4
2026-03-01,P008,Central,687,0.79,2
2026-03-01,P009,North,608,0.15,3
2026-03-01,P009,South,389,0.03,6
2026-03-01,P009,East,1371,0.19,4
2026-03-01,P009,West,1256,0.18,4
2026-03-01,P009,Central,1024,0.47,2
2026-03-01,P010,North,639,0.22,5
2026-03-01,P010,South,576,0.81,2
2026-03-01,P010,East,514,0.52,5
2026-03-01,P010,West,235,0.56,5
2026-03-01,P010,Central,319,0.14,6
2026-03-01,P011,North,1163,0.08,4
2026-03-01,P011,South,1113,0.74,6
2026-03-01,P011,East,596,0.14,2
2026-03-01,P011,West,694,0.14,4
2026-03-01,P011,Central,1412,0.18,4
2026-03-01,P012,North,432,0.5,3
2026-03-01,P012,South,424,0.5,3
2026-03-01,P012,East,965,0.79,4
2026-03-01,P012,West,863,0.19,2
2026-03-01,P012,Central,732,1.08,5
2026-03-01,P013,North,579,0.48,6
2026-03-01,P013,South,990,0.24,3
2026-03-01,P013,East,1224,0.25,7
2026-03-01,P013,West,593,0.03,4
2026-03-01,P013,Central,549,0.33,5
2026-03-01,P014,North,624,0.41,4
2026-03-01,P014,South,349,0.24,4
2026-03-01,P014,East,719,0.47,5
2026-03-01,P014,West,583,0.37,6
2026-03-01,P014,Central,996,0.39,4
2026-03-01,P015,North,1099,0.09,3
2026-03-01,P015,South,775,0.15,2
2026-03-01,P015,East,677,0.28,7
2026-03-01,P015,West,1056,0.27,4
2026-03-01,P015,Central,990,0.38,6
2026-03-01,P016,North,401,0.09,4
2026-03-01,P016,South,722,0.04,5
2026-03-01,P016,East,435,0.06,4
2026-03-01,P016,West,561,1.19,4
2026-03-01,P016,Central,443,0.17,4
2026-03-01,P017,North,477,0.38,5
2026-03-01,P017,South,640,0.01,6
2026-03-01,P017,East,422,0.74,4
2026-03-01,P017,West,407,0.57,6
2026-03-01,P017,Central,693,0.91,2
2026-03-01,P018,North,641,0.11,5
2026-03-01,P018,South,421,0.21,4
2026-03-01,P018,East,817,0.04,6
2026-03-01,P018,West,356,0.06,6
2026-03-01,P018,Central,906,0.21,5
2026-03-01,P019,North,639,0.09,5
2026-03-01,P019,South,421,0.57,3
2026-03-01,P019,East,730,0.21,3
2026-03-01,P019,West,689,0.1,5
2026-03-01,P019,Central,578,0.45,6
2026-03-01,P020,North,918,0.13,6
2026-03-01,P020,South,438,1.04,5
2026-03-01,P020,East,1100,0.49,6
2026-03-01,P020,West,312,0.24,5
2026-03-01,P020,Central,861,0.85,4
2026-03-01,P021,North,876,0.53,4
2026-03-01,P021,South,371,0.17,2
2026-03-01,P021,East,427,0.57,4
2026-03-01,P021,West,370,0.21,2
2026-03-01,P021,Central,865,0.46,4
2026-03-01,P022,North,1057,0.15,5
2026-03-01,P022,South,566,0.28,2
2026-03-01,P022,East,413,0.22,3
2026-03-01,P022,West,673,0.71,6
2026-03-01,P022,Central,562,0.36,3
2026-03-01,P023,North,767,0.14,4
2026-03-01,P023,South,638,0.33,3
2026-03-01,P023,East,1062,0.39,3
2026-03-01,P023,West,729,0.79,3
2026-03-01,P023,Central,954,0.32,6
2026-03-01,P024,North,596,0.27,3
2026-03-01,P024,South,359,0.15,5
2026-03-01,P024,East,343,0.03,3
2026-03-01,P024,West,358,0.31,7
2026-03-01,P024,Central,386,0.45,7
2026-03-01,P025,North,1007,1.06,6
2026-03-01,P025,South,652,0.42,4
2026-03-01,P025,East,822,0.35,5
2026-03-01,P025,West,916,0.1,3
2026-03-01,P025,Central,1157,0.5,6
2026-03-01,P026,North,414,0.45,6
2026-03-01,P026,South,697,0.48,6
2026-03-01,P026,East,825,0.03,5
2026-03-01,P026,West,978,0.63,5
2026-03-01,P026,Central,675,0.2,4
2026-03-01,P027,North,454,0.15,7
2026-03-01,P027,South,693,1.02,6
2026-03-01,P027,East,994,0.74,3
2026-03-01,P027,West,415,0.43,2
2026-03-01,P027,Central,1555,0.45,4
2026-03-01,P028,North,1222,0.04,6
2026-03-01,P028,South,985,0.46,3
2026-03-01,P028,East,439,0.01,4
2026-03-01,P028,West,1389,0.26,4
2026-03-01,P028,Central,417,0.41,4
2026-03-01,P029,North,978,0.41,5
2026-03-01,P029,South,514,0.31,2
2026-03-01,P029,East,1083,0.24,4
2026-03-01,P029,West,522,0.8,7
2026-03-01,P029,Central,547,0.5,4
2026-03-01,P030,North,916,1.67,5
2026-03-01,P030,South,387,0.35,4
2026-03-01,P030,East,787,0.74,4
2026-03-01,P030,West,626,0.07,3
2026-03-01,P030,Central,852,0.33,4
2026-03-01,P031,North,699,0.07,5
2026-03-01,P031,South,883,0.04,5
2026-03-01,P031,East,698,0.23,4
2026-03-01,P031,West,430,0.12,7
2026-03-01,P031,Central,639,0.18,6
2026-03-01,P032,North,735,0.46,4
2026-03-01,P032,South,312,0.51,2
2026-03-01,P032,East,437,0.11,2
2026-03-01,P032,West,1153,0.55,4
2026-03-01,P032,Central,752,0.23,3
2026-03-01,P033,North,627,0.54,3
2026-03-01,P033,South,409,0.22,6
2026-03-01,P033,East,516,0.41,4
2026-03-01,P033,West,1205,0.73,6
2026-03-01,P033,Central,276,0.68,4
2026-03-01,P034,North,405,0.82,4
2026-03-01,P034,South,838,0.14,5
2026-03-01,P034,East,639,0.06,3
2026-03-01,P034,West,423,0.62,5
2026-03-01,P034,Central,549,0.42,6
2026-03-01,P035,North,297,1.06,5
2026-03-01,P035,South,700,0.55,4
2026-03-01,P035,East,593,0.45,6
2026-03-01,P035,West,1226,0.12,4
2026-03-01,P035,Central,424,0.87,5
2026-03-01,P036,North,490,0.71,2
2026-03-01,P036,South,497,0.21,4
2026-03-01,P036,East,452,0.87,3
2026-03-01,P036,West,823,0.02,2
2026-03-01,P036,Central,703,0.1,7
2026-03-01,P037,North,1059,0.04,4
2026-03-01,P037,South,977,0.0,6
2026-03-01,P037,East,939,0.6,3
2026-03-01,P037,West,805,0.16,5
2026-03-01,P037,Central,403,0.56,3
2026-03-01,P038,North,1342,0.09,5
2026-03-01,P038,South,1057,0.64,5
2026-03-01,P038,East,751,1.0,4
2026-03-01,P038,West,867,1.11,2
2026-03-01,P038,Central,921,0.35,3
2026-03-01,P039,North,735,0.18,4
2026-03-01,P039,South,357,0.02,2
2026-03-01,P039,East,341,0.16,2
2026-03-01,P039,West,831,0.39,5
2026-03-01,P039,Central,981,0.31,5
2026-03-01,P040,North,496,0.55,7
2026-03-01,P040,South,1162,0.13,5
2026-03-01,P040,East,289,0.04,5
2026-03-01,P040,West,1250,0.11,6
2026-03-01,P040,Central,386,0.94,4
2026-03-01,P041,North,292,0.22,4
2026-03-01,P041,South,1315,0.47,7
2026-03-01,P041,East,508,0.02,3
2026-03-01,P041,West,710,0.45,5
2026-03-01,P041,Central,883,0.23,3
2026-03-01,P042,North,1028,0.09,4
2026-03-01,P042,South,573,0.35,2
2026-03-01,P042,East,1067,0.3,7
2026-03-01,P042,West,737,0.78,5
2026-03-01,P042,Central,920,0.38,5
2026-03-01,P043,North,1168,0.03,6
2026-03-01,P043,South,848,0.56,5
2026-03-01,P043,East,305,0.91,4
2026-03-01,P043,West,1018,0.33,4
2026-03-01,P043,Central,706,0.68,2
2026-03-01,P044,North,1050,0.01,4
2026-03-01,P044,South,575,0.31,2
2026-03-01,P044,East,279,0.24,4
2026-03-01,P044,West,452,0.07,3
2026-03-01,P044,Central,765,0.4,3
2026-03-01,P045,North,669,0.34,2
2026-03-01,P045,South,180,0.3,5
2026-03-01,P045,East,631,0.09,4
2026-03-01,P045,West,278,0.03,5
2026-03-01,P045,Central,834,0.33,2
2026-03-01,P046,North,864,0.05,6
2026-03-01,P046,South,607,0.57,4
2026-03-01,P046,East,452,0.07,2
2026-03-01,P046,West,882,0.49,6
2026-03-01,P046,Central,851,0.21,5
2026-03-01,P047,North,737,0.11,3
2026-03-01,P047,South,953,0.28,4
2026-03-01,P047,East,724,0.21,4
2026-03-01,P047,West,379,0.85,4
2026-03-01,P047,Central,721,0.33,6
2026-03-01,P048,North,481,1.12,6
2026-03-01,P048,South,948,0.42,3
2026-03-01,P048,East,447,0.42,5
2026-03-01,P048,West,968,1.07,6
2026-03-01,P048,Central,459,0.1,3
2026-03-01,P049,North,670,1.21,4
2026-03-01,P049,South,591,0.51,7
2026-03-01,P049,East,921,0.46,3
2026-03-01,P049,West,1171,0.31,4
2026-03-01,P049,Central,868,0.39,6
2026-03-01,P050,North,1114,0.62,4
2026-03-01,P050,South,774,1.48,5
2026-03-01,P050,East,1121,0.38,4
2026-03-01,P050,West,390,0.09,5
2026-03-01,P050,Central,389,0.75,2
2026-03-02,P001,North,886,0.29,6
2026-03-02,P001,South,727,0.73,7
2026-03-02,P001,East,427,0.19,5
2026-03-02,P001,West,648,0.31,4
2026-03-02,P001,Central,1184,0.27,3
2026-03-02,P002,North,245,0.48,5
2026-03-02,P002,South,747,0.39,6
2026-03-02,P002,East,557,0.07,3
2026-03-02,P002,West,375,0.27,2
2026-03-02,P002,Central,571,0.52,4
2026-03-02,P003,North,539,0.03,5
2026-03-02,P003,South,273,1.15,3
2026-03-02,P003,East,591,0.44,4
2026-03-02,P003,West,789,0.44,5
2026-03-02,P003,Central,834,0.5,3
2026-03-02,P004,North,572,0.86,2
2026-03-02,P004,South,831,0.66,4
2026-03-02,P004,East,1072,0.24,6
2026-03-02,P004,West,685,0.59,3
2026-03-02,P004,Central,1638,0.14,4
2026-03-02,P005,North,986,0.57,5
2026-03-02,P005,South,314,0.15,4
2026-03-02,P005,East,606,1.21,3
2026-03-02,P005,West,669,0.85,7
2026-03-02,P005,Central,587,0.18,5
2026-03-02,P006,North,1002,0.33,5
2026-03-02,P006,South,1035,0.22,4
2026-03-02,P006,East,1014,0.05,6
2026-03-02,P006,West,1031,0.72,5
2026-03-02,P006,Central,310,0.32,3
2026-03-02,P007,North,699,0.33,5
2026-03-02,P007,South,705,0.33,7
2026-03-02,P007,East,926,0.73,5
2026-03-02,P007,West,601,0.31,2
2026-03-02,P007,Central,1161,0.55,6
2026-03-02,P008,North,611,0.25,2
2026-03-02,P008,South,369,0.57,5
2026-03-02,P008,East,1094,0.12,4
2026-03-02,P008,West,383,1.21,5
2026-03-02,P008,Central,671,0.21,4
2026-03-02,P009,North,889,0.06,4
2026-03-02,P009,South,749,0.8,7
2026-03-02,P009,East,1035,0.39,2
2026-03-02,P009,West,1007,0.23,6
2026-03-02,P009,Central,467,0.14,2
2026-03-02,P010,North,415,0.1,3
2026-03-02,P010,South,950,0.38,2
2026-03-02,P010,East,751,0.22,6
2026-03-02,P010,West,422,0.65,3
2026-03-02,P010,Central,310,0.33,3
2026-03-02,P011,North,1095,0.19,3
2026-03-02,P011,South,864,0.4,5
2026-03-02,P011,East,438,0.15,5
2026-03-02,P011,West,531,0.18,3
2026-03-02,P011,Central,847,0.05,4
2026-03-02,P012,North,943,0.29,2
2026-03-02,P012,South,1118,0.41,6
2026-03-02,P012,East,1071,0.34,4
2026-03-02,P012,West,1001,0.31,6
2026-03-02,P012,Central,767,0.03,6
2026-03-02,P013,North,802,0.05,2
2026-03-02,P013,South,1092,0.45,6
2026-03-02,P013,East,1119,0.15,2
2026-03-02,P013,West,425,0.22,2
2026-03-02,P013,Central,556,0.14,4
2026-03-02,P014,North,530,0.19,3
2026-03-02,P014,South,376,0.45,4
2026-03-02,P014,East,893,0.09,6
2026-03-02,P014,West,535,0.17,6
2026-03-02,P014,Central,652,0.46,4
2026-03-02,P015,North,603,0.36,5
2026-03-02,P015,South,698,0.14,2
2026-03-02,P015,East,1288,0.44,7
2026-03-02,P015,West,887,0.26,6
2026-03-02,P015,Central,300,0.39,6
2026-03-02,P016,North,1161,0.1,7
2026-03-02,P016,South,765,1.14,3
2026-03-02,P016,East,804,0.54,5
2026-03-02,P016,West,1079,0.35,7
2026-03-02,P016,Central,877,1.25,4
2026-03-02,P017,North,292,0.12,2
2026-03-02,P017,South,500,1.11,6
2026-03-02,P017,East,285,0.17,4
2026-03-02,P017,West,595,0.34,7
2026-03-02,P017,Central,288,0.17,6
2026-03-02,P018,North,634,0.58,5
2026-03-02,P018,South,837,0.17,3
2026-03-02,P018,East,245,0.29,7
2026-03-02,P018,West,535,0.17,4
2026-03-02,P018,Central,426,0.7,4
2026-03-02,P019,North,635,0.02,7
2026-03-02,P019,South,957,0.18,2
2026-03-02,P019,East,512,0.31,4
2026-03-02,P019,West,455,0.49,4
2026-03-02,P019,Central,555,0.15,4
2026-03-02,P020,North,1308,0.21,6
2026-03-02,P020,South,855,0.46,2
2026-03-02,P020,East,990,0.38,3
2026-03-02,P020,West,405,0.08,5
2026-03-02,P020,Central,1198,0.37,4
2026-03-02,P021,North,563,0.94,3
2026-03-02,P021,South,1262,0.32,7
2026-03-02,P021,East,1174,0.44,4
2026-03-02,P021,West,270,0.18,3
2026-03-02,P021,Central,516,0.13,6
2026-03-02,P022,North,707,0.07,5
2026-03-02,P022,South,720,0.03,4
2026-03-02,P022,East,764,0.25,3
2026-03-02,P022,West,345,0.44,3
2026-03-02,P022,Central,374,0.53,7
2026-03-02,P023,North,494,0.57,6
2026-03-02,P023,South,242,0.13,6
2026-03-02,P023,East,585,0.09,6
2026-03-02,P023,West,452,0.39,4
2026-03-02,P023,Central,1135,0.27,6
2026-03-02,P024,North,387,0.11,5
2026-03-02,P024,South,280,0.24,5
2026-03-02,P024,East,284,0.37,4
2026-03-02,P024,West,823,0.37,5
2026-03-02,P024,Central,375,0.75,4
2026-03-02,P025,North,1113,0.41,2
2026-03-02,P025,South,371,0.67,2
2026-03-02,P025,East,324,0.15,4
2026-03-02,P025,West,727,0.31,7
2026-03-02,P025,Central,438,0.12,4
2026-03-02,P026,North,912,0.01,4
2026-03-02,P026,South,400,0.2,2
2026-03-02,P026,East,471,0.27,5
2026-03-02,P026,West,558,0.22,5
2026-03-02,P026,Central,350,0.68,6
2026-03-02,P027,North,599,0.06,2
2026-03-02,P027,South,1067,0.39,2
2026-03-02,P027,East,468,0.32,6
2026-03-02,P027,West,890,0.1,5
2026-03-02,P027,Central,1388,0.34,2
2026-03-02,P028,North,446,0.1,4
2026-03-02,P028,South,878,0.12,3
2026-03-02,P028,East,1100,0.29,4
2026-03-02,P028,West,412,0.11,2
2026-03-02,P028,Central,1279,0.29,3
2026-03-02,P029,North,1367,0.45,4
2026-03-02,P029,South,1133,0.81,4
2026-03-02,P029,East,1187,0.13,2
2026-03-02,P029,West,1114,0.71,4
2026-03-02,P029,Central,1453,0.07,4
2026-03-02,P030,North,1037,0.22,3
2026-03-02,P030,South,853,0.2,5
2026-03-02,P030,East,751,0.17,6
2026-03-02,P030,West,1430,0.52,5
2026-03-02,P030,Central,991,0.19,5
2026-03-02,P031,North,642,0.5,3
2026-03-02,P031,South,1177,0.03,5
2026-03-02,P031,East,1140,0.03,3
2026-03-02,P031,West,824,0.3,6
2026-03-02,P031,Central,476,0.33,2
2026-03-02,P032,North,791,0.28,4
2026-03-02,P032,South,909,0.04,6
2026-03-02,P032,East,421,0.52,4
2026-03-02,P032,West,1360,0.56,6
2026-03-02,P032,Central,565,0.17,6
2026-03-02,P033,North,772,0.37,6
2026-03-02,P033,South,1186,0.41,3
2026-03-02,P033,East,321,0.11,4
2026-03-02,P033,West,1047,1.09,4
2026-03-02,P033,Central,1093,0.48,4
2026-03-02,P034,North,941,0.04,4
2026-03-02,P034,South,755,0.2,3
2026-03-02,P034,East,1093,0.79,4
2026-03-02,P034,West,827,0.11,6
2026-03-02,P034,Central,844,0.15,4
2026-03-02,P035,North,777,0.39,4
2026-03-02,P035,South,873,0.89,6
2026-03-02,P035,East,530,0.07,3
2026-03-02,P035,West,751,0.48,5
2026-03-02,P035,Central,905,0.04,4
2026-03-02,P036,North,331,0.82,5
2026-03-02,P036,South,925,0.28,4
2026-03-02,P036,East,455,0.34,3
2026-03-02,P036,West,618,0.18,2
2026-03-02,P036,Central,463,0.44,3
2026-03-02,P037,North,722,0.58,7
2026-03-02,P037,South,688,0.17,4
2026-03-02,P037,East,830,0.47,4
2026-03-02,P037,West,1201,0.61,2
2026-03-02,P037,Central,331,0.08,7
2026-03-02,P038,North,1413,0.56,3
2026-03-02,P038,South,1293,0.22,2
2026-03-02,P038,East,1480,0.74,2
2026-03-02,P038,West,1030,0.79,4
2026-03-02,P038,Central,1560,0.56,5
2026-03-02,P039,North,965,0.21,5
2026-03-02,P039,South,442,0.26,5
2026-03-02,P039,East,929,0.37,5
2026-03-02,P039,West,432,0.24,6
2026-03-02,P039,Central,996,0.19,6
2026-03-02,P040,North,453,0.03,6
2026-03-02,P040,South,383,0.26,4
2026-03-02,P040,East,393,0.33,4
2026-03-02,P040,West,1265,0.93,2
2026-03-02,P040,Central,960,0.2,4
2026-03-02,P041,North,458,0.2,6
2026-03-02,P041,South,995,0.52,6
2026-03-02,P041,East,594,0.41,2
2026-03-02,P041,West,980,0.12,3
2026-03-02,P041,Central,855,0.64,6
2026-03-02,P042,North,661,0.75,6
2026-03-02,P042,South,785,1.47,4
2026-03-02,P042,East,708,0.81,4
2026-03-02,P042,West,532,0.27,3
2026-03-02,P042,Central,577,1.2,3
2026-03-02,P043,North,484,0.23,7
2026-03-02,P043,South,482,0.43,2
2026-03-02,P043,East,1088,0.56,6
2026-03-02,P043,West,727,0.39,6
2026-03-02,P043,Central,600,0.46,5
2026-03-02,P044,North,938,1.09,4
2026-03-02,P044,South,432,0.33,3
2026-03-02,P044,East,758,0.37,7
2026-03-02,P044,West,1187,0.84,5
2026-03-02,P044,Central,1148,0.74,4
2026-03-02,P045,North,711,0.13,4
2026-03-02,P045,South,384,0.21,7
2026-03-02,P045,East,821,0.33,5
2026-03-02,P045,West,500,0.55,6
2026-03-02,P045,Central,399,0.14,5
2026-03-02,P046,North,738,0.21,3
2026-03-02,P046,South,807,0.78,7
2026-03-02,P046,East,710,0.54,5
2026-03-02,P046,West,520,0.07,7
2026-03-02,P046,Central,604,0.66,4
2026-03-02,P047,North,886,0.82,7
2026-03-02,P047,South,473,0.48,2
2026-03-02,P047,East,991,0.36,4
2026-03-02,P047,West,515,1.01,5
2026-03-02,P047,Central,783,0.07,7
2026-03-02,P048,North,934,0.13,5
2026-03-02,P048,South,696,0.07,5
2026-03-02,P048,East,783,0.14,4
2026-03-02,P048,West,313,0.07,4
2026-03-02,P048,Central,497,0.11,5
2026-03-02,P049,North,549,0.47,3
2026-03-02,P049,South,798,0.49,4
2026-03-02,P049,East,632,0.93,4
2026-03-02,P049,West,1036,0.47,3
2026-03-02,P049,Central,882,0.66,7
2026-03-02,P050,North,655,0.69,3
2026-03-02,P050,South,434,0.93,3
2026-03-02,P050,East,1148,0.86,4
2026-03-02,P050,West,1061,0.01,3
2026-03-02,P050,Central,314,0.46,4
2026-03-03,P001,North,1186,0.36,6
2026-03-03,P001,South,818,0.17,5
2026-03-03,P001,East,1268,0.26,3
2026-03-03,P001,West,858,0.62,6
2026-03-03,P001,Central,395,0.43,7
2026-03-03,P002,North,314,0.39,2
2026-03-03,P002,South,630,0.7,5
2026-03-03,P002,East,292,0.25,5
2026-03-03,P002,West,511,0.39,6
2026-03-03,P002,Central,583,0.09,6
2026-03-03,P003,North,250,0.32,6
2026-03-03,P003,South,223,0.6,4
2026-03-03,P003,East,840,0.65,6
2026-03-03,P003,West,692,0.02,7
2026-03-03,P003,Central,704,0.46,6
2026-03-03,P004,North,1594,0.11,6
2026-03-03,P004,South,1003,0.17,2
2026-03-03,P004,East,1136,0.51,5
2026-03-03,P004,West,499,0.72,3
2026-03-03,P004,Central,1141,0.18,4
2026-03-03,P005,North,447,0.5,3
2026-03-03,P005,South,743,0.61,5
2026-03-03,P005,East,303,0.35,5
2026-03-03,P005,West,624,1.01,3
2026-03-03,P005,Central,1605,0.44,7
2026-03-03,P006,North,812,0.07,6
2026-03-03,P006,South,474,0.08,2
2026-03-03,P006,East,497,0.58,6
2026-03-03,P006,West,651,0.59,7
2026-03-03,P006,Central,375,0.16,2
2026-03-03,P007,North,616,0.34,6
2026-03-03,P007,South,769,0.1,4
2026-03-03,P007,East,712,0.97,4
2026-03-03,P007,West,927,0.14,7
2026-03-03,P007,Central,947,0.71,2
2026-03-03,P008,North,648,0.2,7
2026-03-03,P008,South,1290,0.25,6
2026-03-03,P008,East,370,0.15,3
2026-03-03,P008,West,549,0.55,3
2026-03-03,P008,Central,621,0.22,2
2026-03-03,P009,North,901,0.21,3
2026-03-03,P009,South,500,0.4,4
2026-03-03,P009,East,641,0.82,4
2026-03-03,P009,West,533,0.27,3
2026-03-03,P009,Central,383,0.6,2
2026-03-03,P010,North,878,0.92,4
2026-03-03,P010,South,620,0.2,3
2026-03-03,P010,East,853,0.21,4
2026-03-03,P010,West,722,0.12,5
2026-03-03,P010,Central,659,0.16,4
2026-03-03,P011,North,686,0.15,4
2026-03-03,P011,South,1274,0.36,7
2026-03-03,P011,East,994,0.31,4
2026-03-03,P011,West,877,0.37,4
2026-03-03,P011,Central,707,0.07,2
2026-03-03,P012,North,1717,0.3,3
2026-03-03,P012,South,1046,0.33,2
2026-03-03,P012,East,1190,0.25,4
2026-03-03,P012,West,1076,0.01,4
2026-03-03,P012,Central,701,0.16,5
2026-03-03,P013,North,1066,0.08,4
2026-03-03,P013,South,948,0.09,4
2026-03-03,P013,East,545,0.03,6
2026-03-03,P013,West,913,0.23,4
2026-03-03,P013,Central,510,0.15,5
2026-03-03,P014,North,726,0.28,7
2026-03-03,P014,South,276,0.12,4
2026-03-03,P014,East,732,0.66,5
2026-03-03,P014,West,787,0.16,5
2026-03-03,P014,Central,307,0.1,7
2026-03-03,P015,North,728,1.0,2
2026-03-03,P015,South,832,0.53,4
2026-03-03,P015,East,1066,0.22,3
2026-03-03,P015,West,1062,0.6,6
2026-03-03,P015,Central,1020,0.39,6
2026-03-03,P016,North,389,0.3,5
2026-03-03,P016,South,290,0.25,3
2026-03-03,P016,East,1053,0.06,5
2026-03-03,P016,West,777,0.17,2
2026-03-03,P016,Central,377,0.88,6
2026-03-03,P017,North,821,0.01,4
2026-03-03,P017,South,445,0.09,5
2026-03-03,P017,East,637,0.48,5
2026-03-03,P017,West,833,0.37,7
2026-03-03,P017,Central,698,0.42,5
2026-03-03,P018,North,339,0.49,4
2026-03-03,P018,South,516,0.65,7
2026-03-03,P018,East,288,0.19,7
2026-03-03,P018,West,350,0.58,6
2026-03-03,P018,Central,708,0.29,6
2026-03-03,P019,North,814,0.48,5
2026-03-03,P019,South,784,0.18,4
2026-03-03,P019,East,302,0.73,5
2026-03-03,P019,West,531,1.26,6
2026-03-03,P019,Central,515,0.29,4
2026-03-03,P020,North,1404,0.18,3
2026-03-03,P020,South,620,0.13,3
2026-03-03,P020,East,861,0.04,3
2026-03-03,P020,West,388,0.12,4
2026-03-03,P020,Central,374,0.4,3
2026-03-03,P021,North,396,0.13,7
2026-03-03,P021,South,600,0.21,6
2026-03-03,P021,East,778,0.6,6
2026-03-03,P021,West,446,0.38,4
2026-03-03,P021,Central,1192,0.03,4
2026-03-03,P022,North,585,0.77,4
2026-03-03,P022,South,1174,0.19,2
2026-03-03,P022,East,1246,0.4,5
2026-03-03,P022,West,298,0.33,6
2026-03-03,P022,Central,512,0.71,5
2026-03-03,P023,North,1156,0.19,4
2026-03-03,P023,South,1486,0.07,5
2026-03-03,P023,East,915,0.36,6
2026-03-03,P023,West,568,0.01,5
2026-03-03,P023,Central,1152,0.06,5
2026-03-03,P024,North,432,0.09,3
2026-03-03,P024,South,225,0.61,3
2026-03-03,P024,East,691,0.31,2
2026-03-03,P024,West,343,0.08,2
2026-03-03,P024,Central,659,0.14,4
2026-03-03,P025,North,709,0.51,4
2026-03-03,P025,South,861,0.74,4
2026-03-03,P025,East,780,0.63,5
2026-03-03,P025,West,487,0.26,6
2026-03-03,P025,Central,987,0.19,4
2026-03-03,P026,North,951,0.06,4
2026-03-03,P026,South,1247,0.16,2
2026-03-03,P026,East,377,0.37,4
2026-03-03,P026,West,447,1.08,3
2026-03-03,P026,Central,904,0.23,2
