order_id,date,product_id,region,customer_segment,channel,quantity,revenue
ORD0005407,2026-01-09,P029,East,Premium,Marketplace,2,3642.71
ORD0005408,2026-01-09,P027,East,Enterprise,Mobile App,3,1872.98
ORD0005409,2026-01-09,P002,East,Regular,Mobile App,1,67218.11
ORD0005410,2026-01-09,P018,East,Regular,Online,1,40856.59
ORD0005411,2026-01-09,P010,East,Regular,Marketplace,1,54858.99
ORD0005412,2026-01-09,P029,East,Regular,Marketplace,2,3280.59
ORD0005413,2026-01-09,P027,East,Regular,Online,1,674.83
ORD0005414,2026-01-09,P006,East,Regular,Store,1,9208.62
ORD0005415,2026-01-09,P015,East,Budget,Online,3,8591.44
ORD0005416,2026-01-09,P031,East,Regular,Store,1,3541.42
ORD0005417,2026-01-09,P014,East,Budget,Online,1,21507.09
ORD0005418,2026-01-09,P039,East,Budget,Marketplace,1,3841.55
ORD0005419,2026-01-09,P031,East,Regular,Mobile App,1,3408.47
ORD0005420,2026-01-09,P001,East,Enterprise,Online,1,1081.61
ORD0005421,2026-01-09,P003,East,Regular,Marketplace,2,105471.95
ORD0005422,2026-01-09,P002,East,Regular,Store,1,68140.63
ORD0005423,2026-01-09,P048,East,Budget,Store,1,40845.94
ORD0005424,2026-01-09,P029,East,Budget,Online,1,1638.18
ORD0005425,2026-01-09,P005,East,Regular,Mobile App,1,1553.41
ORD0005426,2026-01-09,P010,East,Regular,Marketplace,1,53194.59
ORD0005427,2026-01-09,P020,East,Enterprise,Marketplace,1,14316.85
ORD0005428,2026-01-09,P010,East,Regular,Mobile App,1,52635.59
ORD0005429,2026-01-09,P034,East,Regular,Marketplace,1,10447.04
ORD0005430,2026-01-09,P020,East,Regular,Mobile App,1,13655.68
ORD0005431,2026-01-09,P001,East,Premium,Marketplace,3,3514.02
ORD0005432,2026-01-09,P007,East,Enterprise,Online,1,4846.99
ORD0005433,2026-01-09,P028,East,Regular,Online,1,1594.46
ORD0005434,2026-01-09,P035,East,Enterprise,Marketplace,2,14628.34
ORD0005435,2026-01-09,P050,East,Budget,Online,1,1808.09
ORD0005436,2026-01-09,P021,East,Regular,Marketplace,1,28323.26
ORD0005437,2026-01-09,P004,East,Regular,Marketplace,1,1831.61
ORD0005438,2026-01-09,P047,East,Regular,Store,3,5850.84
ORD0005439,2026-01-09,P015,West,Budget,Online,1,2752.95
ORD0005440,2026-01-09,P034,West,Budget,Store,1,11050.22
ORD0005441,2026-01-09,P006,West,Regular,Marketplace,1,8505.39
ORD0005442,2026-01-09,P024,West,Enterprise,Online,3,93708.93
ORD0005443,2026-01-09,P033,West,Regular,Store,1,646.05
ORD0005444,2026-01-09,P005,West,Budget,Mobile App,1,1593.1
ORD0005445,2026-01-09,P031,West,Regular,Store,2,7539.23
ORD0005446,2026-01-09,P001,West,Regular,Store,2,2225.21
ORD0005447,2026-01-09,P014,West,Budget,Marketplace,2,41260.92
ORD0005448,2026-01-09,P008,West,Premium,Store,3,109494.77
ORD0005449,2026-01-09,P044,West,Budget,Marketplace,1,7334.68
ORD0005450,2026-01-09,P019,West,Regular,Marketplace,3,106061.46
ORD0005451,2026-01-09,P028,West,Regular,Online,1,1449.41
ORD0005452,2026-01-09,P035,West,Regular,Marketplace,1,7020.18
ORD0005453,2026-01-09,P018,West,Premium,Online,2,85703.54
ORD0005454,2026-01-09,P040,West,Enterprise,Online,2,7025.53
ORD0005455,2026-01-09,P018,West,Enterprise,Online,3,127408.7
ORD0005456,2026-01-09,P043,West,Budget,Store,3,11673.34
ORD0005457,2026-01-09,P011,West,Premium,Online,1,158.37
ORD0005458,2026-01-09,P017,West,Enterprise,Online,1,26316.83
ORD0005459,2026-01-09,P014,West,Regular,Online,2,44783.27
ORD0005460,2026-01-09,P029,West,Regular,Mobile App,1,1837.31
ORD0005461,2026-01-09,P001,West,Regular,Online,1,1203.78
ORD0005462,2026-01-09,P003,West,Premium,Online,3,162640.48
ORD0005463,2026-01-09,P003,West,Regular,Marketplace,1,53061.45
ORD0005464,2026-01-09,P030,West,Premium,Online,1,1249.5
ORD0005465,2026-01-09,P004,West,Budget,Mobile App,1,1773.85
ORD0005466,2026-01-09,P038,West,Regular,Online,2,705.54
ORD0005467,2026-01-09,P002,West,Budget,Marketplace,1,70039.12
ORD0005468,2026-01-09,P037,West,Premium,Online,1,14513.69
ORD0005469,2026-01-09,P011,West,Premium,Mobile App,3,435.01
ORD0005470,2026-01-09,P045,West,Premium,Mobile App,1,24486.47
ORD0005471,2026-01-09,P019,West,Regular,Store,2,66748.6
ORD0005472,2026-01-09,P002,West,Enterprise,Online,1,67061.24
ORD0005473,2026-01-09,P026,West,Regular,Online,1,33398.1
ORD0005474,2026-01-09,P018,West,Regular,Mobile App,1,42002.75
ORD0005475,2026-01-09,P033,West,Regular,Marketplace,2,1271.36
ORD0005476,2026-01-09,P044,West,Budget,Online,2,13656.76
ORD0005477,2026-01-09,P026,West,Regular,Mobile App,2,66138.1
ORD0005478,2026-01-09,P035,West,Regular,Online,1,7446.95
ORD0005479,2026-01-09,P036,West,Budget,Mobile App,2,123617.2
ORD0005480,2026-01-09,P043,West,Premium,Online,2,7151.61
ORD0005481,2026-01-09,P021,West,Regular,Mobile App,1,28775.26
ORD0005482,2026-01-09,P012,West,Premium,Store,1,2816.82
ORD0005483,2026-01-09,P016,West,Regular,Mobile App,1,1332.07
ORD0005484,2026-01-09,P050,West,Budget,Mobile App,1,1907.18
ORD0005485,2026-01-09,P034,West,Regular,Mobile App,3,31620.22
ORD0005486,2026-01-09,P049,West,Budget,Online,1,4510.93
ORD0005487,2026-01-09,P037,West,Regular,Store,1,14962.91
ORD0005488,2026-01-09,P008,West,Regular,Marketplace,1,38236.65
ORD0005489,2026-01-09,P028,West,Regular,Online,1,1442.55
ORD0005490,2026-01-09,P033,West,Budget,Marketplace,1,667.22
ORD0005491,2026-01-09,P045,West,Premium,Online,1,25416.17
ORD0005492,2026-01-09,P025,West,Regular,Online,2,11262.05
ORD0005493,2026-01-09,P037,West,Enterprise,Mobile App,1,15682.62
ORD0005494,2026-01-09,P045,West,Budget,Mobile App,1,24850.82
ORD0005495,2026-01-09,P047,West,Regular,Store,1,1955.29
ORD0005496,2026-01-09,P004,West,Budget,Online,1,1850.52
ORD0005497,2026-01-09,P022,West,Enterprise,Mobile App,2,4604.62
ORD0005498,2026-01-09,P001,West,Enterprise,Online,2,2303.84
ORD0005499,2026-01-09,P036,West,Regular,Mobile App,1,62666.83
ORD0005500,2026-01-09,P012,West,Budget,Mobile App,1,2659.37
ORD0005501,2026-01-09,P008,West,Regular,Marketplace,2,79543.91
ORD0005502,2026-01-09,P040,West,Budget,Marketplace,2,7103.07
ORD0005503,2026-01-09,P007,West,Regular,Store,3,13622.74
ORD0005504,2026-01-09,P046,West,Budget,Online,1,53021.97
ORD0005505,2026-01-09,P026,West,Budget,Marketplace,2,72750.97
ORD0005506,2026-01-09,P011,West,Regular,Mobile App,1,153.9
ORD0005507,2026-01-09,P006,West,Regular,Online,1,9237.8
ORD0005508,2026-01-09,P002,West,Regular,Mobile App,2,134749.07
ORD0005509,2026-01-09,P013,West,Regular,Online,1,9370.01
ORD0005510,2026-01-09,P039,West,Regular,Mobile App,3,12146.78
ORD0005511,2026-01-09,P005,West,Regular,Marketplace,1,1581.92
ORD0005512,2026-01-09,P011,West,Budget,Online,1,162.88
ORD0005513,2026-01-09,P046,West,Premium,Store,1,49473.65
ORD0005514,2026-01-09,P029,West,Budget,Online,1,1798.72
ORD0005515,2026-01-09,P014,West,Enterprise,Online,2,44323.17
ORD0005516,2026-01-09,P048,West,Enterprise,Online,1,40245.09
ORD0005517,2026-01-09,P007,West,Budget,Marketplace,1,4653.77
ORD0005518,2026-01-09,P036,West,Budget,Mobile App,2,114362.36
ORD0005519,2026-01-09,P046,West,Enterprise,Mobile App,1,49907.51
ORD0005520,2026-01-09,P043,West,Budget,Online,2,7709.88
ORD0005521,2026-01-09,P008,West,Regular,Mobile App,3,116643.99
ORD0005522,2026-01-09,P040,West,Enterprise,Marketplace,2,7215.05
ORD0005523,2026-01-09,P012,West,Enterprise,Online,1,2763.97
ORD0005524,2026-01-09,P011,West,Regular,Marketplace,1,153.49
ORD0005525,2026-01-09,P049,West,Regular,Marketplace,1,4681.34
ORD0005526,2026-01-09,P015,West,Regular,Online,2,5397.11
ORD0005527,2026-01-09,P049,West,Regular,Mobile App,1,4383.96
ORD0005528,2026-01-09,P041,West,Regular,Online,1,1425.91
ORD0005529,2026-01-09,P003,West,Regular,Online,2,112243.48
ORD0005530,2026-01-09,P001,West,Regular,Mobile App,1,1118.67
ORD0005531,2026-01-09,P020,West,Regular,Online,2,29874.14
ORD0005532,2026-01-09,P027,West,Regular,Mobile App,1,667.13
ORD0005533,2026-01-09,P007,West,Enterprise,Mobile App,1,4834.07
ORD0005534,2026-01-09,P048,West,Regular,Marketplace,1,38685.14
ORD0005535,2026-01-09,P047,West,Budget,Mobile App,1,1903.94
ORD0005536,2026-01-09,P014,West,Regular,Online,1,20849.03
ORD0005537,2026-01-09,P005,West,Regular,Marketplace,2,3052.37
ORD0005538,2026-01-09,P046,West,Budget,Mobile App,1,47713.27
ORD0005539,2026-01-09,P012,Central,Budget,Online,2,5661.9
ORD0005540,2026-01-09,P011,Central,Enterprise,Online,1,146.09
ORD0005541,2026-01-09,P016,Central,Regular,Mobile App,1,1362.77
ORD0005542,2026-01-09,P048,Central,Regular,Marketplace,1,43417.52
ORD0005543,2026-01-09,P026,Central,Regular,Mobile App,1,32947.7
ORD0005544,2026-01-09,P041,Central,Regular,Marketplace,1,1345.18
ORD0005545,2026-01-09,P032,Central,Regular,Marketplace,1,9135.05
ORD0005546,2026-01-09,P042,Central,Regular,Online,3,67337.07
ORD0005547,2026-01-09,P027,Central,Budget,Store,4,2724.45
ORD0005548,2026-01-09,P011,Central,Budget,Online,1,150.07
ORD0005549,2026-01-09,P006,Central,Regular,Mobile App,4,33093.38
ORD0005550,2026-01-09,P006,Central,Regular,Online,4,32893.82
ORD0005551,2026-01-09,P036,Central,Regular,Online,1,62244.82
ORD0005552,2026-01-09,P016,Central,Regular,Online,1,1366.73
ORD0005553,2026-01-09,P039,Central,Regular,Marketplace,1,4085.58
ORD0005554,2026-01-09,P022,Central,Enterprise,Mobile App,1,2397.41
ORD0005555,2026-01-09,P030,Central,Regular,Marketplace,2,2574.57
ORD0005556,2026-01-09,P014,Central,Budget,Marketplace,1,20404.6
ORD0005557,2026-01-09,P050,Central,Regular,Online,2,3629.83
ORD0005558,2026-01-09,P015,Central,Regular,Marketplace,1,2717.3
ORD0005559,2026-01-09,P010,Central,Regular,Online,2,104119.58
ORD0005560,2026-01-09,P010,Central,Regular,Mobile App,1,49967.15
ORD0005561,2026-01-09,P036,Central,Enterprise,Mobile App,2,121498.8
ORD0005562,2026-01-09,P019,Central,Regular,Mobile App,2,74602.86
ORD0005563,2026-01-09,P050,Central,Budget,Mobile App,1,1884.91
ORD0005564,2026-01-09,P001,Central,Budget,Mobile App,2,2383.17
ORD0005565,2026-01-09,P024,Central,Premium,Mobile App,3,89310.21
ORD0005566,2026-01-09,P023,Central,Regular,Online,1,3778.88
ORD0005567,2026-01-09,P043,Central,Regular,Store,1,3923.44
ORD0005568,2026-01-09,P027,Central,Regular,Mobile App,4,2768.94
ORD0005569,2026-01-09,P038,Central,Regular,Online,1,375.8
ORD0005570,2026-01-09,P019,Central,Enterprise,Marketplace,2,67171.41
ORD0005571,2026-01-09,P041,Central,Regular,Online,1,1280.36
ORD0005572,2026-01-09,P009,Central,Regular,Mobile App,1,1772.73
ORD0005573,2026-01-09,P020,Central,Regular,Online,1,14201.04
ORD0005574,2026-01-09,P007,Central,Regular,Mobile App,1,4586.28
ORD0005575,2026-01-09,P004,Central,Budget,Mobile App,2,3626.09
ORD0005576,2026-01-09,P028,Central,Regular,Online,1,1518.53
ORD0005577,2026-01-09,P010,Central,Regular,Online,1,55046.03
ORD0005578,2026-01-09,P034,Central,Regular,Online,1,10897.48
ORD0005579,2026-01-09,P050,Central,Premium,Mobile App,1,1780.61
ORD0005580,2026-01-09,P007,Central,Regular,Online,1,5012.07
ORD0005581,2026-01-09,P050,Central,Regular,Mobile App,1,1891.76
ORD0005582,2026-01-09,P016,Central,Regular,Mobile App,2,2650.67
ORD0005583,2026-01-09,P040,Central,Regular,Online,2,7162.04
ORD0005584,2026-01-09,P032,Central,Regular,Marketplace,1,9502.01
ORD0005585,2026-01-09,P032,Central,Premium,Mobile App,3,28775.71
ORD0005586,2026-01-09,P027,Central,Regular,Online,1,668.52
ORD0005587,2026-01-09,P002,Central,Premium,Online,3,199676.47
ORD0005588,2026-01-09,P003,Central,Budget,Online,1,58060.09
ORD0005589,2026-01-09,P049,Central,Budget,Store,1,4237.17
ORD0005590,2026-01-09,P009,Central,Enterprise,Mobile App,2,3330.89
ORD0005591,2026-01-09,P019,Central,Regular,Marketplace,1,35853.15
ORD0005592,2026-01-09,P049,Central,Budget,Online,2,8541.29
ORD0005593,2026-01-09,P021,Central,Enterprise,Marketplace,2,51322.97
ORD0005594,2026-01-09,P010,Central,Budget,Mobile App,1,54267.8
ORD0005595,2026-01-09,P016,Central,Budget,Mobile App,2,2621.49
ORD0005596,2026-01-09,P025,Central,Regular,Mobile App,3,16500.83
ORD0005597,2026-01-09,P033,Central,Premium,Online,1,618.48
ORD0005598,2026-01-09,P022,Central,Regular,Mobile App,1,2203.32
ORD0005599,2026-01-09,P046,Central,Premium,Online,3,150376.31
ORD0005600,2026-01-09,P017,Central,Budget,Marketplace,1,25986.44
ORD0005601,2026-01-09,P036,Central,Enterprise,Marketplace,1,62001.87
ORD0005602,2026-01-09,P037,Central,Premium,Online,2,28297.58
ORD0005603,2026-01-09,P016,Central,Budget,Online,1,1238.17
ORD0005604,2026-01-09,P005,Central,Premium,Online,1,1638.03
ORD0005605,2026-01-09,P001,Central,Regular,Online,1,1171.18
ORD0005606,2026-01-09,P034,Central,Regular,Store,1,10953.83
ORD0005607,2026-01-09,P003,Central,Regular,Mobile App,3,169192.26
ORD0005608,2026-01-09,P008,Central,Regular,Marketplace,1,39310.81
ORD0005609,2026-01-09,P011,Central,Budget,Online,4,587.59
ORD0005610,2026-01-09,P009,Central,Regular,Online,1,1842.7
ORD0005611,2026-01-09,P043,Central,Enterprise,Mobile App,1,3749.47
ORD0005612,2026-01-09,P038,Central,Budget,Online,1,357.35
ORD0005613,2026-01-09,P035,Central,Budget,Online,2,15141.75
ORD0005614,2026-01-09,P043,Central,Budget,Online,1,3875.84
ORD0005615,2026-01-09,P016,Central,Budget,Mobile App,1,1226.08
ORD0005616,2026-01-09,P010,Central,Premium,Marketplace,1,50304.56
ORD0005617,2026-01-09,P048,Central,Enterprise,Mobile App,1,40842.69
ORD0005618,2026-01-09,P011,Central,Regular,Online,2,295.53
ORD0005619,2026-01-09,P002,Central,Regular,Mobile App,1,71831.94
ORD0005620,2026-01-09,P023,Central,Regular,Mobile App,3,11979.02
ORD0005621,2026-01-09,P003,Central,Budget,Mobile App,3,169518.39
ORD0005622,2026-01-09,P008,Central,Premium,Online,3,116386.12
ORD0005623,2026-01-09,P009,Central,Regular,Online,1,1783.58
ORD0005624,2026-01-09,P012,Central,Regular,Online,3,8598.46
ORD0005625,2026-01-09,P049,Central,Budget,Online,1,4308.27
ORD0005626,2026-01-09,P002,Central,Premium,Store,1,69361.69
ORD0005627,2026-01-09,P013,Central,Premium,Marketplace,1,10200.0
ORD0005628,2026-01-09,P011,Central,Budget,Mobile App,1,145.56
ORD0005629,2026-01-09,P006,Central,Budget,Online,1,8443.06
ORD0005630,2026-01-09,P038,Central,Budget,Online,2,732.97
ORD0005631,2026-01-09,P038,Central,Enterprise,Online,1,388.09
ORD0005632,2026-01-09,P001,Central,Regular,Online,1,1194.28
ORD0005633,2026-01-09,P035,Central,Budget,Mobile App,3,21951.67
ORD0005634,2026-01-09,P027,Central,Premium,Store,2,1303.97
ORD0005635,2026-01-09,P028,Central,Enterprise,Online,1,1490.24
ORD0005636,2026-01-09,P029,Central,Budget,Marketplace,1,1783.82
ORD0005637,2026-01-10,P005,North,Regular,Online,2,3111.58
ORD0005638,2026-01-10,P034,North,Enterprise,Online,2,21932.42
ORD0005639,2026-01-10,P017,North,Regular,Online,4,113174.67
ORD0005640,2026-01-10,P031,North,Enterprise,Online,3,10793.88
ORD0005641,2026-01-10,P033,North,Premium,Marketplace,2,1252.69
ORD0005642,2026-01-10,P005,North,Regular,Marketplace,1,1523.44
ORD0005643,2026-01-10,P028,North,Premium,Store,2,3156.7
ORD0005644,2026-01-10,P021,North,Budget,Marketplace,4,113711.49
ORD0005645,2026-01-10,P037,North,Regular,Marketplace,1,15654.3
ORD0005646,2026-01-10,P024,North,Regular,Store,1,29774.88
ORD0005647,2026-01-10,P013,North,Regular,Online,1,9958.38
ORD0005648,2026-01-10,P032,North,Regular,Mobile App,1,9559.72
ORD0005649,2026-01-10,P028,North,Enterprise,Marketplace,1,1595.03
ORD0005650,2026-01-10,P026,North,Regular,Mobile App,1,34445.57
ORD0005651,2026-01-10,P022,North,Enterprise,Online,3,7049.63
ORD0005652,2026-01-10,P025,North,Budget,Online,1,5479.3
ORD0005653,2026-01-10,P001,North,Budget,Store,1,1089.94
ORD0005654,2026-01-10,P035,North,Regular,Mobile App,2,14187.75
ORD0005655,2026-01-10,P032,North,Premium,Online,1,8780.53
ORD0005656,2026-01-10,P021,North,Regular,Online,1,27675.22
ORD0005657,2026-01-10,P026,North,Premium,Online,1,34100.33
ORD0005658,2026-01-10,P002,North,Budget,Online,2,134132.72
ORD0005659,2026-01-10,P050,North,Budget,Online,2,3607.94
ORD0005660,2026-01-10,P001,North,Premium,Online,1,1175.9
ORD0005661,2026-01-10,P041,North,Enterprise,Marketplace,3,4293.35
ORD0005662,2026-01-10,P010,North,Regular,Online,4,202091.68
ORD0005663,2026-01-10,P002,North,Regular,Store,2,135462.97
ORD0005664,2026-01-10,P017,North,Premium,Marketplace,1,25655.78
ORD0005665,2026-01-10,P002,North,Regular,Online,1,66398.53
ORD0005666,2026-01-10,P014,North,Premium,Marketplace,1,20719.05
ORD0005667,2026-01-10,P015,North,Regular,Marketplace,1,2761.91
ORD0005668,2026-01-10,P013,North,Regular,Marketplace,1,9369.7
ORD0005669,2026-01-10,P023,North,Budget,Marketplace,3,12248.73
ORD0005670,2026-01-10,P024,North,Regular,Store,4,125021.92
ORD0005671,2026-01-10,P035,North,Regular,Marketplace,1,7773.36
ORD0005672,2026-01-10,P014,North,Regular,Marketplace,3,67426.59
ORD0005673,2026-01-10,P002,North,Regular,Marketplace,2,143532.26
ORD0005674,2026-01-10,P022,North,Regular,Online,2,4252.78
ORD0005675,2026-01-10,P038,North,Regular,Online,2,759.71
ORD0005676,2026-01-10,P020,North,Budget,Marketplace,1,14103.9
ORD0005677,2026-01-10,P038,North,Premium,Marketplace,1,371.66
ORD0005678,2026-01-10,P028,North,Budget,Mobile App,1,1612.67
ORD0005679,2026-01-10,P043,North,Regular,Online,3,11065.87
ORD0005680,2026-01-10,P016,North,Regular,Mobile App,2,2585.76
ORD0005681,2026-01-10,P041,North,Regular,Online,1,1310.97
ORD0005682,2026-01-10,P026,North,Premium,Online,1,35483.29
ORD0005683,2026-01-10,P024,North,Regular,Store,2,62292.84
ORD0005684,2026-01-10,P004,North,Premium,Online,1,1684.05
ORD0005685,2026-01-10,P031,North,Regular,Online,2,7381.34
ORD0005686,2026-01-10,P020,North,Regular,Online,1,14319.02
ORD0005687,2026-01-10,P024,North,Premium,Online,1,32465.71
ORD0005688,2026-01-10,P004,North,Premium,Store,1,1814.21
ORD0005689,2026-01-10,P004,North,Regular,Online,1,1698.25
ORD0005690,2026-01-10,P007,North,Premium,Online,1,4574.69
ORD0005691,2026-01-10,P022,North,Regular,Mobile App,1,2182.46
ORD0005692,2026-01-10,P016,North,Regular,Mobile App,2,2465.06
ORD0005693,2026-01-10,P047,North,Regular,Mobile App,1,1905.61
ORD0005694,2026-01-10,P047,North,Regular,Marketplace,1,2060.34
ORD0005695,2026-01-10,P047,North,Budget,Online,1,1939.7
ORD0005696,2026-01-10,P024,North,Budget,Store,2,63655.75
ORD0005697,2026-01-10,P033,North,Regular,Mobile App,1,612.03
ORD0005698,2026-01-10,P008,North,Budget,Store,3,110994.09
ORD0005699,2026-01-10,P019,North,Regular,Marketplace,1,34619.88
ORD0005700,2026-01-10,P003,North,Regular,Marketplace,4,223265.69
ORD0005701,2026-01-10,P003,North,Regular,Mobile App,1,51728.73
ORD0005702,2026-01-10,P030,North,Regular,Online,1,1316.09
ORD0005703,2026-01-10,P028,North,Enterprise,Online,3,4777.57
ORD0005704,2026-01-10,P002,North,Regular,Mobile App,1,72235.39
ORD0005705,2026-01-10,P030,North,Budget,Marketplace,2,2588.69
ORD0005706,2026-01-10,P043,North,Regular,Marketplace,1,3955.8
ORD0005707,2026-01-10,P024,North,Budget,Marketplace,2,59517.76
ORD0005708,2026-01-10,P032,North,Premium,Store,1,9163.27
ORD0005709,2026-01-10,P043,North,Regular,Online,1,3783.34
ORD0005710,2026-01-10,P034,North,Budget,Store,1,11156.11
ORD0005711,2026-01-10,P003,North,Regular,Mobile App,1,58054.76
ORD0005712,2026-01-10,P024,North,Enterprise,Marketplace,1,30334.22
ORD0005713,2026-01-10,P008,North,Regular,Marketplace,4,151942.09
ORD0005714,2026-01-10,P019,North,Budget,Online,1,33460.97
ORD0005715,2026-01-10,P003,North,Regular,Marketplace,1,56695.03
ORD0005716,2026-01-10,P044,North,Enterprise,Mobile App,4,28704.01
ORD0005717,2026-01-10,P035,North,Regular,Store,3,22141.9
ORD0005718,2026-01-10,P033,North,Budget,Mobile App,1,657.08
ORD0005719,2026-01-10,P012,North,Enterprise,Online,1,2917.27
ORD0005720,2026-01-10,P035,North,Regular,Mobile App,4,28621.93
ORD0005721,2026-01-10,P037,North,Budget,Store,4,60521.01
ORD0005722,2026-01-10,P048,North,Budget,Online,1,42277.11
ORD0005723,2026-01-10,P045,North,Regular,Online,2,48092.92
ORD0005724,2026-01-10,P018,North,Budget,Marketplace,3,124937.48
ORD0005725,2026-01-10,P035,North,Budget,Mobile App,1,7807.72
ORD0005726,2026-01-10,P020,North,Regular,Online,1,14312.33
ORD0005727,2026-01-10,P043,North,Regular,Store,4,14552.81
ORD0005728,2026-01-10,P044,North,Budget,Online,1,7306.18
ORD0005729,2026-01-10,P040,North,Budget,Marketplace,1,3535.26
ORD0005730,2026-01-10,P004,North,Regular,Mobile App,2,3347.7
ORD0005731,2026-01-10,P031,North,Premium,Store,1,3741.47
ORD0005732,2026-01-10,P016,North,Budget,Marketplace,1,1351.61
ORD0005733,2026-01-10,P014,North,Budget,Mobile App,1,22493.22
ORD0005734,2026-01-10,P006,North,Premium,Marketplace,2,18025.29
ORD0005735,2026-01-10,P050,North,Premium,Mobile App,1,1721.43
ORD0005736,2026-01-10,P041,North,Budget,Marketplace,1,1284.73
ORD0005737,2026-01-10,P017,North,Budget,Marketplace,1,27331.66
ORD0005738,2026-01-10,P002,North,Regular,Online,1,70926.61
ORD0005739,2026-01-10,P022,North,Budget,Mobile App,1,2360.44
ORD0005740,2026-01-10,P005,North,Regular,Marketplace,1,1663.51
ORD0005741,2026-01-10,P023,North,Regular,Marketplace,3,11028.78
ORD0005742,2026-01-10,P023,North,Budget,Marketplace,1,3770.86
ORD0005743,2026-01-10,P020,North,Regular,Store,3,41269.88
ORD0005744,2026-01-10,P031,North,Regular,Online,1,3664.34
ORD0005745,2026-01-10,P039,North,Regular,Mobile App,1,4248.89
ORD0005746,2026-01-10,P019,North,Budget,Online,3,105159.87
ORD0005747,2026-01-10,P048,North,Budget,Store,2,83817.04
ORD0005748,2026-01-10,P003,North,Regular,Store,2,115515.79
ORD0005749,2026-01-10,P050,North,Regular,Online,3,5568.42
ORD0005750,2026-01-10,P012,North,Enterprise,Store,2,5684.82
ORD0005751,2026-01-10,P047,North,Regular,Mobile App,1,1965.01
ORD0005752,2026-01-10,P004,North,Regular,Marketplace,2,3632.67
ORD0005753,2026-01-10,P047,North,Regular,Mobile App,3,5743.3
ORD0005754,2026-01-10,P012,North,Enterprise,Marketplace,1,2757.22
ORD0005755,2026-01-10,P008,North,Enterprise,Marketplace,2,72286.03
ORD0005756,2026-01-10,P023,North,Regular,Online,1,3846.46
ORD0005757,2026-01-10,P050,North,Regular,Marketplace,1,1698.9
ORD0005758,2026-01-10,P023,North,Regular,Online,3,11496.7
ORD0005759,2026-01-10,P011,North,Premium,Online,1,158.29
ORD0005760,2026-01-10,P033,North,Regular,Mobile App,2,1225.85
ORD0005761,2026-01-10,P001,North,Regular,Store,1,1123.94
ORD0005762,2026-01-10,P001,North,Enterprise,Store,2,2359.85
ORD0005763,2026-01-10,P050,North,Regular,Online,2,3516.92
ORD0005764,2026-01-10,P029,North,Regular,Marketplace,2,3703.7
ORD0005765,2026-01-10,P037,North,Enterprise,Marketplace,1,15608.4
ORD0005766,2026-01-10,P009,North,Regular,Online,3,5385.57
ORD0005767,2026-01-10,P017,North,Budget,Online,2,56424.61
ORD0005768,2026-01-10,P010,North,Regular,Mobile App,1,54406.47
ORD0005769,2026-01-10,P016,North,Regular,Store,1,1245.09
ORD0005770,2026-01-10,P045,North,Regular,Online,2,49284.03
ORD0005771,2026-01-10,P014,North,Budget,Online,1,21322.5
ORD0005772,2026-01-10,P014,North,Budget,Online,1,20764.29
ORD0005773,2026-01-10,P034,North,Regular,Marketplace,2,21351.32
ORD0005774,2026-01-10,P006,North,Enterprise,Marketplace,4,35417.65
ORD0005775,2026-01-10,P021,North,Budget,Online,1,28381.99
ORD0005776,2026-01-10,P012,North,Budget,Online,1,2642.51
ORD0005777,2026-01-10,P027,North,Regular,Marketplace,2,1283.18
ORD0005778,2026-01-10,P028,North,Premium,Online,1,1490.83
ORD0005779,2026-01-10,P048,North,Enterprise,Online,1,43367.86
ORD0005780,2026-01-10,P002,North,Premium,Online,4,290821.87
ORD0005781,2026-01-10,P049,North,Regular,Store,1,4367.98
ORD0005782,2026-01-10,P009,North,Regular,Online,2,3498.08
ORD0005783,2026-01-10,P034,North,Regular,Marketplace,2,22483.41
ORD0005784,2026-01-10,P010,North,Regular,Marketplace,1,55731.61
ORD0005785,2026-01-10,P046,North,Regular,Online,1,48874.86
ORD0005786,2026-01-10,P010,North,Regular,Mobile App,2,111297.64
ORD0005787,2026-01-10,P022,North,Regular,Online,1,2310.86
ORD0005788,2026-01-10,P047,North,Premium,Mobile App,1,2016.92
ORD0005789,2026-01-10,P004,North,Premium,Online,1,1755.55
ORD0005790,2026-01-10,P003,North,Regular,Store,2,111767.92
ORD0005791,2026-01-10,P028,North,Budget,Store,1,1615.45
ORD0005792,2026-01-10,P002,North,Regular,Online,1,69080.97
ORD0005793,2026-01-10,P018,North,Regular,Marketplace,1,42622.38
ORD0005794,2026-01-10,P043,North,Premium,Online,1,3598.28
ORD0005795,2026-01-10,P043,South,Enterprise,Online,1,3858.67
ORD0005796,2026-01-10,P030,South,Budget,Online,1,1226.31
ORD0005797,2026-01-10,P019,South,Premium,Online,1,36601.86
ORD0005798,2026-01-10,P010,South,Regular,Online,2,107735.18
ORD0005799,2026-01-10,P025,South,Regular,Online,1,5740.26
ORD0005800,2026-01-10,P002,South,Regular,Online,3,199225.98
ORD0005801,2026-01-10,P001,South,Regular,Online,2,2411.25
ORD0005802,2026-01-10,P006,South,Regular,Online,1,8993.67
ORD0005803,2026-01-10,P011,South,Premium,Mobile App,2,296.09
ORD0005804,2026-01-10,P003,South,Budget,Mobile App,2,112813.21
ORD0005805,2026-01-10,P002,South,Regular,Marketplace,1,69314.27
ORD0005806,2026-01-10,P022,South,Regular,Marketplace,2,4469.13
