date,campaign_id,channel,spend,impressions,clicks,conversions
2026-02-18,CAM003,Paid Search,44855.57,145259,7566,609
2026-02-18,CAM004,Display,40355.52,211220,5282,176
2026-02-18,CAM005,Affiliate,24880.8,96785,3549,213
2026-02-18,CAM006,Paid Search,52756.16,205339,10509,779
2026-02-18,CAM007,Display,35447.32,195631,4611,161
2026-02-18,CAM008,Paid Search,59711.63,198238,10743,858
2026-02-18,CAM009,Affiliate,29453.59,102212,3557,213
2026-02-18,CAM010,Email,14500.96,88847,6888,704
2026-02-18,CAM011,Affiliate,23871.2,106353,3843,221
2026-02-18,CAM012,Email,14043.83,88238,6402,628
2026-02-18,CAM013,Affiliate,24229.85,97849,3344,167
2026-02-18,CAM014,Paid Social,67007.34,324752,13680,754
2026-02-18,CAM015,Paid Search,51591.65,196247,10534,841
2026-02-18,CAM016,Paid Search,60483.9,228351,13780,940
2026-02-18,CAM017,Paid Social,46027.8,236319,9822,585
2026-02-18,CAM018,Email,20136.89,146540,12254,1154
2026-02-18,CAM019,Paid Search,45302.72,143602,7156,525
2026-02-18,CAM020,Paid Social,66909.08,257448,9879,580
2026-02-18,CAM021,Paid Search,49376.64,154944,9094,642
2026-02-18,CAM022,Display,32308.36,184230,4696,150
2026-02-18,CAM023,Email,18783.33,120627,9682,887
2026-02-18,CAM024,Display,34263.77,193693,4369,151
2026-02-18,CAM025,Email,15329.92,102642,8370,764
2026-02-18,CAM026,Paid Social,62272.84,308765,12754,738
2026-02-18,CAM027,Email,16576.66,132782,11246,1177
2026-02-18,CAM028,Email,19343.38,140216,10424,1001
2026-02-18,CAM029,Paid Social,50588.51,236728,10596,645
2026-02-18,CAM030,Email,16316.09,101289,8691,862
2026-02-18,CAM031,Paid Search,61080.05,205306,11143,862
2026-02-18,CAM032,Affiliate,26974.54,105768,3815,226
2026-02-18,CAM033,Paid Social,70809.64,347777,14815,859
2026-02-18,CAM034,Affiliate,30866.62,130084,4980,249
2026-02-18,CAM035,Paid Social,67149.96,285738,12547,720
2026-02-18,CAM036,Paid Social,61104.99,278944,12852,742
2026-02-18,CAM037,Display,37787.18,184616,4494,147
2026-02-18,CAM038,Display,34825.11,199694,5043,182
2026-02-18,CAM039,Email,16197.04,116696,8538,789
2026-02-18,CAM040,Affiliate,25259.15,109299,4143,217
2026-02-18,CAM041,Paid Social,75701.87,325974,13757,810
2026-02-18,CAM042,Email,15814.01,121957,9201,916
2026-02-18,CAM043,Paid Search,58426.1,204269,10342,806
2026-02-18,CAM044,Paid Social,54685.09,276952,11952,735
2026-02-19,CAM001,Affiliate,26983.32,94938,3101,163
2026-02-19,CAM002,Email,18206.55,120083,10168,1038
2026-02-19,CAM003,Paid Search,46510.1,142483,7990,540
2026-02-19,CAM004,Display,38554.81,196327,4802,157
2026-02-19,CAM005,Affiliate,24672.13,101098,3291,172
2026-02-19,CAM006,Paid Search,56995.57,220994,12838,962
2026-02-19,CAM007,Display,35700.56,176522,4511,158
2026-02-19,CAM008,Paid Search,39146.62,144260,7230,555
2026-02-19,CAM009,Affiliate,26481.97,100851,3558,189
2026-02-19,CAM010,Email,15522.2,111459,9365,882
2026-02-19,CAM011,Affiliate,24088.66,83572,2998,163
2026-02-19,CAM012,Email,15602.31,110015,9548,1039
2026-02-19,CAM013,Affiliate,21078.3,87753,2821,144
2026-02-19,CAM014,Paid Social,80611.91,308946,11789,772
2026-02-19,CAM015,Paid Search,67918.21,205386,10784,837
2026-02-19,CAM016,Paid Search,55552.21,165674,8720,659
2026-02-19,CAM017,Paid Social,70062.87,319547,14397,925
2026-02-19,CAM018,Email,19775.28,129341,10106,1096
2026-02-19,CAM019,Paid Search,57530.18,223919,13443,1041
2026-02-19,CAM020,Paid Social,62445.38,287355,13246,828
2026-02-19,CAM021,Paid Search,55012.26,220102,12381,863
2026-02-19,CAM022,Display,39409.61,204389,5017,159
2026-02-19,CAM023,Email,11824.11,78418,5896,568
2026-02-19,CAM024,Display,34973.02,166365,4343,148
2026-02-19,CAM025,Email,16892.73,108560,8991,870
2026-02-19,CAM026,Paid Social,49906.03,251082,11269,724
2026-02-19,CAM027,Email,16699.62,117318,9976,1010
2026-02-19,CAM028,Email,14680.02,113388,9044,846
2026-02-19,CAM029,Paid Social,73751.1,312569,14043,869
2026-02-19,CAM030,Email,20286.45,149693,11604,1172
2026-02-19,CAM031,Paid Search,53434.13,175860,8907,650
2026-02-19,CAM032,Affiliate,23527.43,97439,3238,169
2026-02-19,CAM033,Paid Social,71897.84,335717,13950,864
2026-02-19,CAM034,Affiliate,26319.5,93073,2977,158
2026-02-19,CAM035,Paid Social,65462.87,269771,12458,714
2026-02-19,CAM036,Paid Social,69493.13,307461,13294,763
2026-02-19,CAM037,Display,35771.32,157027,3867,139
2026-02-19,CAM038,Display,33793.2,170979,4557,156
2026-02-19,CAM039,Email,15763.45,104556,8442,898
2026-02-19,CAM040,Affiliate,25255.41,99445,3751,217
2026-02-19,CAM041,Paid Social,76027.7,294847,13572,804
2026-02-19,CAM042,Email,15851.57,97998,7792,811
2026-02-19,CAM043,Paid Search,65029.86,204956,11861,963
2026-02-19,CAM044,Paid Social,61299.22,257663,11199,662
2026-02-20,CAM001,Affiliate,27545.59,98291,3219,175
2026-02-20,CAM002,Email,19375.18,141206,12411,1340
2026-02-20,CAM003,Paid Search,56129.17,172722,9293,754
2026-02-20,CAM004,Display,42857.12,188079,4706,170
2026-02-20,CAM005,Affiliate,20487.67,77480,2748,143
2026-02-20,CAM006,Paid Search,42693.34,144762,8465,609
2026-02-20,CAM007,Display,41395.6,233229,5552,211
2026-02-20,CAM008,Paid Search,63080.25,220893,10958,896
2026-02-20,CAM009,Affiliate,28163.67,105444,3387,180
2026-02-20,CAM010,Email,19205.83,124214,10645,1155
2026-02-20,CAM011,Affiliate,30167.64,125593,4056,210
2026-02-20,CAM012,Email,15304.64,98831,8265,877
2026-02-20,CAM013,Affiliate,21885.32,80428,2710,162
2026-02-20,CAM014,Paid Social,59350.89,304815,13928,763
2026-02-20,CAM015,Paid Search,55348.37,198510,11353,902
2026-02-20,CAM016,Paid Search,66030.46,222288,11116,828
2026-02-20,CAM017,Paid Social,60822.45,247489,10629,701
2026-02-20,CAM018,Email,18626.34,141165,11151,1203
2026-02-20,CAM019,Paid Search,56610.11,212093,12660,941
2026-02-20,CAM020,Paid Social,65706.22,338724,15526,863
2026-02-20,CAM021,Paid Search,53336.1,214529,11406,801
2026-02-20,CAM022,Display,31078.32,165089,4388,164
2026-02-20,CAM023,Email,15022.7,103188,7938,815
2026-02-20,CAM024,Display,31147.91,157214,3605,127
2026-02-20,CAM025,Email,18736.42,128497,10869,999
2026-02-20,CAM026,Paid Social,76110.22,349053,15619,995
2026-02-20,CAM027,Email,15227.14,104467,7740,823
2026-02-20,CAM028,Email,18037.02,131865,9912,1030
2026-02-20,CAM029,Paid Social,75446.34,383619,15776,1038
2026-02-20,CAM030,Email,21589.07,140641,10752,1073
2026-02-20,CAM031,Paid Search,52293.46,157430,8142,649
2026-02-20,CAM032,Affiliate,19180.3,66698,2146,114
2026-02-20,CAM033,Paid Social,54082.77,224275,9414,558
2026-02-20,CAM034,Affiliate,26854.26,91862,3310,185
2026-02-20,CAM035,Paid Social,60968.62,259085,11744,636
2026-02-20,CAM036,Paid Social,45260.29,196805,8027,463
2026-02-20,CAM037,Display,40887.0,231995,5420,202
2026-02-20,CAM038,Display,39867.0,181809,4132,147
2026-02-20,CAM039,Email,18127.47,141090,11960,1206
2026-02-20,CAM040,Affiliate,28001.67,119276,4010,210
2026-02-20,CAM041,Paid Social,73633.14,369869,16040,1009
2026-02-20,CAM042,Email,16028.44,113966,9434,854
2026-02-20,CAM043,Paid Search,46360.72,173921,8621,685
2026-02-20,CAM044,Paid Social,63593.66,286013,11394,650
2026-02-21,CAM001,Affiliate,19040.16,77766,2947,173
2026-02-21,CAM002,Email,14213.96,114137,9413,860
2026-02-21,CAM003,Paid Search,58185.94,187182,9582,690
2026-02-21,CAM004,Display,32320.58,174260,4264,152
2026-02-21,CAM005,Affiliate,26445.73,120628,4471,226
2026-02-21,CAM006,Paid Search,53684.47,175914,9416,678
2026-02-21,CAM007,Display,41803.9,215093,5455,175
2026-02-21,CAM008,Paid Search,55638.55,176429,9736,789
2026-02-21,CAM009,Affiliate,23410.26,91494,3452,171
2026-02-21,CAM010,Email,17126.73,134357,11486,1135
2026-02-21,CAM011,Affiliate,30402.79,104279,3788,212
2026-02-21,CAM012,Email,16014.13,104708,8353,856
2026-02-21,CAM013,Affiliate,28247.61,113591,4230,214
2026-02-21,CAM014,Paid Social,72596.94,319236,12791,728
2026-02-21,CAM015,Paid Search,59847.76,195872,9994,775
2026-02-21,CAM016,Paid Search,39085.56,136806,7139,574
2026-02-21,CAM017,Paid Social,66603.64,337549,15180,836
2026-02-21,CAM018,Email,14697.67,101228,7920,827
2026-02-21,CAM019,Paid Search,59932.51,194109,11039,867
2026-02-21,CAM020,Paid Social,70444.29,307278,12807,700
2026-02-21,CAM021,Paid Search,51909.84,199656,11350,914
2026-02-21,CAM022,Display,39031.44,192972,4399,147
2026-02-21,CAM023,Email,16039.64,126996,10515,1120
2026-02-21,CAM024,Display,37380.19,176658,4621,160
2026-02-21,CAM025,Email,20005.17,153048,11889,1153
2026-02-21,CAM026,Paid Social,65449.43,309096,14160,899
2026-02-21,CAM027,Email,19868.66,129370,9837,1046
2026-02-21,CAM028,Email,17949.05,110572,9113,909
2026-02-21,CAM029,Paid Social,60326.66,311624,12585,815
2026-02-21,CAM030,Email,16355.05,110135,8341,892
2026-02-21,CAM031,Paid Search,60249.62,212019,12687,1045
2026-02-21,CAM032,Affiliate,22004.18,96818,3474,197
2026-02-21,CAM033,Paid Social,60530.34,265319,10800,704
2026-02-21,CAM034,Affiliate,28158.91,100244,3177,182
2026-02-21,CAM035,Paid Social,70954.75,279611,11133,724
2026-02-21,CAM036,Paid Social,60494.23,294426,11288,723
2026-02-21,CAM037,Display,31282.68,170980,4098,147
2026-02-21,CAM038,Display,25786.89,116230,3110,104
2026-02-21,CAM039,Email,16580.24,118813,9025,933
2026-02-21,CAM040,Affiliate,26070.09,96177,3407,198
2026-02-21,CAM041,Paid Social,73187.83,306589,11979,704
2026-02-21,CAM042,Email,22200.03,175360,14554,1409
2026-02-21,CAM043,Paid Search,45449.3,182142,10555,724
2026-02-21,CAM044,Paid Social,72349.79,288197,12769,718
2026-02-22,CAM001,Affiliate,26960.58,113298,3880,207
2026-02-22,CAM002,Email,23160.36,184787,14158,1458
2026-02-22,CAM003,Paid Search,56344.44,221305,11948,825
2026-02-22,CAM004,Display,36471.93,186151,4270,157
2026-02-22,CAM005,Affiliate,19235.67,66157,2349,139
2026-02-22,CAM006,Paid Search,63676.1,252603,14561,1153
2026-02-22,CAM007,Display,41200.33,194513,4636,172
2026-02-22,CAM008,Paid Search,57997.06,174286,8736,661
2026-02-22,CAM009,Affiliate,24743.43,93881,3607,191
2026-02-22,CAM010,Email,17522.92,121325,9533,978
2026-02-22,CAM011,Affiliate,27434.59,109732,4202,214
2026-02-22,CAM012,Email,17908.44,126404,10077,1081
2026-02-22,CAM013,Affiliate,29805.52,136602,4892,277
2026-02-22,CAM014,Paid Social,55507.23,254977,9997,647
2026-02-22,CAM015,Paid Search,55463.7,181234,10632,773
2026-02-22,CAM016,Paid Search,63026.38,219962,12482,965
2026-02-22,CAM017,Paid Social,74067.04,368078,16313,937
2026-02-22,CAM018,Email,17027.73,112093,8316,863
2026-02-22,CAM019,Paid Search,52363.78,205019,12251,980
2026-02-22,CAM020,Paid Social,65956.25,327977,13971,858
2026-02-22,CAM021,Paid Search,61408.37,187334,10765,746
2026-02-22,CAM022,Display,34181.23,154344,3587,118
2026-02-22,CAM023,Email,16774.21,121481,9255,918
2026-02-22,CAM024,Display,37735.98,209395,4722,151
2026-02-22,CAM025,Email,17128.89,130671,10416,1031
2026-02-22,CAM026,Paid Social,63130.01,325172,14386,833
2026-02-22,CAM027,Email,14392.15,94787,8277,852
2026-02-22,CAM028,Email,15832.79,118119,9241,993
2026-02-22,CAM029,Paid Social,68734.52,279523,12061,721
2026-02-22,CAM030,Email,20822.54,151419,11673,1073
2026-02-22,CAM031,Paid Search,57817.84,190539,11468,853
2026-02-22,CAM032,Affiliate,24193.86,82425,3082,169
2026-02-22,CAM033,Paid Social,84198.05,414803,17751,979
2026-02-22,CAM034,Affiliate,23340.97,100750,3532,196
2026-02-22,CAM035,Paid Social,63669.28,301297,11686,739
2026-02-22,CAM036,Paid Social,61974.47,276945,11069,643
2026-02-22,CAM037,Display,27363.42,130580,2977,99
2026-02-22,CAM038,Display,34436.31,169932,3999,151
2026-02-22,CAM039,Email,16404.43,127762,10652,1134
2026-02-22,CAM040,Affiliate,21599.98,92555,3231,160
2026-02-22,CAM041,Paid Social,65594.37,260684,9864,589
2026-02-22,CAM042,Email,15810.58,113989,9467,930
2026-02-22,CAM043,Paid Search,47069.62,142951,8462,649
2026-02-22,CAM044,Paid Social,62593.02,255901,11416,627
2026-02-23,CAM001,Affiliate,25092.64,97209,3503,187
2026-02-23,CAM002,Email,17105.64,120407,9163,843
2026-02-23,CAM003,Paid Search,49558.5,159289,8486,658
2026-02-23,CAM004,Display,26560.65,150865,3578,113
2026-02-23,CAM005,Affiliate,24483.39,96047,3189,189
2026-02-23,CAM006,Paid Search,59809.2,201529,10171,753
2026-02-23,CAM007,Display,36682.89,207070,5217,197
2026-02-23,CAM008,Paid Search,67427.65,265003,16020,1239
2026-02-23,CAM009,Affiliate,22716.54,88872,3328,170
2026-02-23,CAM010,Email,17363.2,126557,9499,916
2026-02-23,CAM011,Affiliate,22087.58,78185,2825,164
2026-02-23,CAM012,Email,17024.73,103598,8749,824
2026-02-23,CAM013,Affiliate,24250.03,83859,2786,167
2026-02-23,CAM014,Paid Social,63430.41,323063,12867,817
2026-02-23,CAM015,Paid Search,43287.84,143671,8336,638
2026-02-23,CAM016,Paid Search,52110.23,205315,12166,932
2026-02-23,CAM017,Paid Social,60356.82,260938,10230,663
2026-02-23,CAM018,Email,19190.72,142292,11707,1199
2026-02-23,CAM019,Paid Search,56171.13,217222,11144,780
2026-02-23,CAM020,Paid Social,48124.27,242311,9494,554
2026-02-23,CAM021,Paid Search,57251.6,202080,11226,875
2026-02-23,CAM022,Display,37690.83,193949,4847,172
2026-02-23,CAM023,Email,16469.78,130707,10273,1034
2026-02-23,CAM024,Display,35233.75,185060,4481,143
2026-02-23,CAM025,Email,17609.71,114770,9266,961
2026-02-23,CAM026,Paid Social,77847.61,357341,16162,1011
2026-02-23,CAM027,Email,18048.28,129006,9454,933
2026-02-23,CAM028,Email,14605.12,112847,8681,811
2026-02-23,CAM029,Paid Social,79858.29,380086,17489,1001
2026-02-23,CAM030,Email,13528.86,96858,7639,826
2026-02-23,CAM031,Paid Search,60771.88,240873,12040,900
2026-02-23,CAM032,Affiliate,30445.67,130264,4294,230
2026-02-23,CAM033,Paid Social,65285.27,330472,14457,888
2026-02-23,CAM034,Affiliate,27782.21,117727,4010,209
2026-02-23,CAM035,Paid Social,62750.32,320980,12518,697
2026-02-23,CAM036,Paid Social,72959.38,322182,12718,700
2026-02-23,CAM037,Display,34781.21,170029,4175,156
2026-02-23,CAM038,Display,42930.79,226844,5673,184
2026-02-23,CAM039,Email,19420.1,151855,13348,1342
2026-02-23,CAM040,Affiliate,30399.34,130014,4792,271
2026-02-23,CAM041,Paid Social,59857.96,260383,10810,651
2026-02-23,CAM042,Email,16659.83,99283,7197,699
2026-02-23,CAM043,Paid Search,53657.79,214720,12177,915
2026-02-23,CAM044,Paid Social,68694.7,267367,11363,622
2026-02-24,CAM001,Affiliate,23432.88,93709,3577,214
2026-02-24,CAM002,Email,17956.83,136191,10818,1000
2026-02-24,CAM003,Paid Search,61242.75,186514,10712,859
2026-02-24,CAM004,Display,25024.97,123826,3123,114
2026-02-24,CAM005,Affiliate,21902.01,85028,3045,156
2026-02-24,CAM006,Paid Search,51389.84,188446,9850,798
2026-02-24,CAM007,Display,31494.61,138251,3392,114
2026-02-24,CAM008,Paid Search,57120.65,229683,11817,829
2026-02-24,CAM009,Affiliate,22605.95,100904,3605,189
2026-02-24,CAM010,Email,20699.67,144760,11043,1212
2026-02-24,CAM011,Affiliate,20572.21,93130,2939,157
2026-02-24,CAM012,Email,21595.4,148180,12225,1190
2026-02-24,CAM013,Affiliate,23659.94,90568,3280,167
2026-02-24,CAM014,Paid Social,78826.94,314717,13815,793
2026-02-24,CAM015,Paid Search,56907.57,224001,13545,1008
2026-02-24,CAM016,Paid Search,60669.71,208054,12526,856
2026-02-24,CAM017,Paid Social,73770.47,340380,14266,917
2026-02-24,CAM018,Email,13989.64,95441,7296,790
2026-02-24,CAM019,Paid Search,61782.32,232128,13969,967
2026-02-24,CAM020,Paid Social,63808.63,303930,13006,717
2026-02-24,CAM021,Paid Search,52786.29,206335,10698,741
2026-02-24,CAM022,Display,35771.65,202867,4985,157
2026-02-24,CAM023,Email,19177.46,148004,11447,1177
2026-02-24,CAM024,Display,32108.38,180100,4624,176
2026-02-24,CAM025,Email,17345.83,125703,10756,1130
2026-02-24,CAM026,Paid Social,65304.5,252139,10358,583
2026-02-24,CAM027,Email,20985.53,139465,12167,1330
2026-02-24,CAM028,Email,14185.9,108765,9237,884
2026-02-24,CAM029,Paid Social,69298.79,323040,12690,835
2026-02-24,CAM030,Email,21786.73,131682,10304,973
2026-02-24,CAM031,Paid Search,64042.22,194431,10727,822
2026-02-24,CAM032,Affiliate,26946.47,104549,3436,175
2026-02-24,CAM033,Paid Social,57765.97,259384,11539,634
2026-02-24,CAM034,Affiliate,23930.53,108125,3605,206
2026-02-24,CAM035,Paid Social,64912.27,267001,10671,702
2026-02-24,CAM036,Paid Social,76327.95,366882,16258,999
2026-02-24,CAM037,Display,43409.44,231507,5746,181
2026-02-24,CAM038,Display,33699.95,163297,4409,143
2026-02-24,CAM039,Email,20775.26,138900,10819,1091
2026-02-24,CAM040,Affiliate,24251.14,92210,2944,151
2026-02-24,CAM041,Paid Social,63969.97,325146,13405,805
2026-02-24,CAM042,Email,16951.54,132566,10949,1063
2026-02-24,CAM043,Paid Search,61557.38,233198,12987,1019
2026-02-24,CAM044,Paid Social,67331.66,257627,10340,627
2026-02-25,CAM001,Affiliate,25349.42,96721,3488,182
2026-02-25,CAM002,Email,16673.75,116022,8602,943
2026-02-25,CAM003,Paid Search,62730.3,193198,10943,849
2026-02-25,CAM004,Display,42574.86,218510,5134,168
2026-02-25,CAM005,Affiliate,24356.16,84810,2981,165
2026-02-25,CAM006,Paid Search,61441.23,226884,11828,856
2026-02-25,CAM007,Display,31343.7,177637,4666,168
2026-02-25,CAM008,Paid Search,48713.64,168135,9800,769
2026-02-25,CAM009,Affiliate,21480.57,89909,2832,142
2026-02-25,CAM010,Email,15557.42,100626,7503,688
2026-02-25,CAM011,Affiliate,24581.98,106291,3748,220
2026-02-25,CAM012,Email,18335.71,112667,8378,790
2026-02-25,CAM013,Affiliate,28511.5,103613,3701,191
2026-02-25,CAM014,Paid Social,76073.83,308071,12305,692
2026-02-25,CAM015,Paid Search,48824.13,161441,9526,681
2026-02-25,CAM016,Paid Search,61094.83,227433,12204,942
2026-02-25,CAM017,Paid Social,56312.95,266622,11983,780
2026-02-25,CAM018,Email,19821.01,152000,12783,1170
2026-02-25,CAM019,Paid Search,57650.58,209839,10996,901
2026-02-25,CAM020,Paid Social,45997.45,186025,7786,450
2026-02-25,CAM021,Paid Search,37630.77,128176,7551,617
2026-02-25,CAM022,Display,35692.67,182370,4394,160
2026-02-25,CAM023,Email,21035.09,147786,12155,1194
2026-02-25,CAM024,Display,35665.48,172761,4502,167
2026-02-25,CAM025,Email,18141.09,123056,10546,1036
2026-02-25,CAM026,Paid Social,75419.73,335801,15145,996
2026-02-25,CAM027,Email,15569.87,108826,8337,912
2026-02-25,CAM028,Email,13279.93,102543,7740,701
2026-02-25,CAM029,Paid Social,65431.75,333932,12785,698
2026-02-25,CAM030,Email,18331.27,142364,10670,1041
2026-02-25,CAM031,Paid Search,47205.32,182556,10898,827
2026-02-25,CAM032,Affiliate,18573.1,66377,2361,133
2026-02-25,CAM033,Paid Social,65046.37,291063,11879,773
2026-02-25,CAM034,Affiliate,23527.45,101318,3427,186
2026-02-25,CAM035,Paid Social,61140.83,309636,13558,883
2026-02-25,CAM036,Paid Social,67586.26,295294,11897,684
2026-02-25,CAM037,Display,30792.74,157151,4316,158
2026-02-25,CAM038,Display,33546.86,154320,4051,129
2026-02-25,CAM039,Email,17378.16,126019,9416,854
2026-02-25,CAM040,Affiliate,23696.57,103759,3792,210
2026-02-25,CAM041,Paid Social,78613.11,307764,12749,753
2026-02-25,CAM042,Email,17719.32,129703,10255,1117
2026-02-25,CAM043,Paid Search,71699.9,283291,14508,1021
2026-02-25,CAM044,Paid Social,63080.32,305060,13299,830
2026-02-26,CAM001,Affiliate,27030.55,120121,4571,232
2026-02-26,CAM002,Email,18805.66,114043,8760,877
2026-02-26,CAM003,Paid Search,61690.36,211569,11884,806
2026-02-26,CAM004,Display,29114.33,124181,3139,103
2026-02-26,CAM005,Affiliate,27558.55,102172,3558,188
2026-02-26,CAM006,Paid Search,57885.69,213123,12629,1024
2026-02-26,CAM007,Display,37740.17,190988,4620,148
2026-02-26,CAM008,Paid Search,57042.78,176437,9327,646
2026-02-26,CAM009,Affiliate,25828.23,100426,3240,180
2026-02-26,CAM010,Email,17188.51,131681,11107,1195
2026-02-26,CAM011,Affiliate,26322.73,119108,4124,242
2026-02-26,CAM012,Email,16716.1,104913,9004,900
2026-02-26,CAM013,Affiliate,21924.5,87146,2981,162
2026-02-26,CAM014,Paid Social,82689.21,321541,14476,784
2026-02-26,CAM015,Paid Search,58391.96,227273,12210,864
2026-02-26,CAM016,Paid Search,53983.5,166682,8415,688
2026-02-26,CAM017,Paid Social,72632.09,349394,15356,890
2026-02-26,CAM018,Email,17011.17,129577,11326,1192
2026-02-26,CAM019,Paid Search,49615.95,159990,8859,621
2026-02-26,CAM020,Paid Social,54059.64,264761,10322,652
2026-02-26,CAM021,Paid Search,56454.33,194414,10052,807
2026-02-26,CAM022,Display,31476.19,169357,4403,162
2026-02-26,CAM023,Email,15081.53,112409,8499,769
2026-02-26,CAM024,Display,34047.88,173298,4494,160
2026-02-26,CAM025,Email,12565.57,87652,7353,713
2026-02-26,CAM026,Paid Social,62694.81,308077,14100,781
2026-02-26,CAM027,Email,15041.73,96354,7079,667
2026-02-26,CAM028,Email,20210.91,128472,10363,957
2026-02-26,CAM029,Paid Social,78007.71,319104,13050,737
2026-02-26,CAM030,Email,18569.08,130410,10139,967
2026-02-26,CAM031,Paid Search,52957.83,207934,12528,1007
2026-02-26,CAM032,Affiliate,26916.74,122945,4617,268
2026-02-26,CAM033,Paid Social,86803.02,409531,18175,997
2026-02-26,CAM034,Affiliate,28521.72,128147,4445,242
2026-02-26,CAM035,Paid Social,73257.71,328209,14308,906
2026-02-26,CAM036,Paid Social,63686.28,303878,12244,787
2026-02-26,CAM037,Display,35783.09,152969,4159,137
2026-02-26,CAM038,Display,36754.09,174849,4587,166
2026-02-26,CAM039,Email,16134.46,118829,10300,957
2026-02-26,CAM040,Affiliate,25921.39,99045,3138,186
2026-02-26,CAM041,Paid Social,69113.81,354959,14337,859
2026-02-26,CAM042,Email,20231.1,142186,10959,1087
2026-02-26,CAM043,Paid Search,43710.58,133146,7186,589
2026-02-26,CAM044,Paid Social,63808.62,255061,11763,722
2026-02-27,CAM001,Affiliate,27858.55,113021,4227,233
2026-02-27,CAM002,Email,17038.16,128829,10392,989
2026-02-27,CAM003,Paid Search,52593.21,182956,10146,785
2026-02-27,CAM004,Display,36696.97,202094,5208,194
2026-02-27,CAM005,Affiliate,26280.05,120870,3829,201
2026-02-27,CAM006,Paid Search,44723.53,154945,8236,578
2026-02-27,CAM007,Display,34441.8,154800,3865,148
2026-02-27,CAM008,Paid Search,44731.65,165707,9578,759
2026-02-27,CAM009,Affiliate,28126.56,125133,4405,240
2026-02-27,CAM010,Email,19567.09,117184,8654,827
2026-02-27,CAM011,Affiliate,24693.07,86980,2801,141
2026-02-27,CAM012,Email,19926.65,123445,10751,995
2026-02-27,CAM013,Affiliate,24071.96,93227,3100,160
2026-02-27,CAM014,Paid Social,73463.85,374148,15482,905
2026-02-27,CAM015,Paid Search,66651.99,212106,11695,798
2026-02-27,CAM016,Paid Search,51363.87,180061,10766,735
2026-02-27,CAM017,Paid Social,68451.59,281003,11198,643
2026-02-27,CAM018,Email,18713.56,120172,9587,982
2026-02-27,CAM019,Paid Search,62185.05,220696,11117,884
2026-02-27,CAM020,Paid Social,67166.25,321046,13565,859
2026-02-27,CAM021,Paid Search,61042.59,212926,11838,812
2026-02-27,CAM022,Display,35304.91,161421,3926,132
2026-02-27,CAM023,Email,17133.22,121175,9313,1002
2026-02-27,CAM024,Display,34509.28,194131,4920,176
2026-02-27,CAM025,Email,19776.09,142478,10900,1178
2026-02-27,CAM026,Paid Social,66559.72,280814,10759,630
2026-02-27,CAM027,Email,15152.94,104409,8834,800
2026-02-27,CAM028,Email,18105.36,126291,9744,1031
2026-02-27,CAM029,Paid Social,58480.96,293562,11380,664
2026-02-27,CAM030,Email,19382.31,122224,9936,1035
2026-02-27,CAM031,Paid Search,50474.34,184803,10084,795
2026-02-27,CAM032,Affiliate,26616.92,107166,3426,206
2026-02-27,CAM033,Paid Social,73415.04,379542,15857,917
2026-02-27,CAM034,Affiliate,26864.52,113596,3840,203
2026-02-27,CAM035,Paid Social,77651.93,370511,14891,863
2026-02-27,CAM036,Paid Social,60274.41,300886,12501,686
2026-02-27,CAM037,Display,31095.69,170314,3978,135
2026-02-27,CAM038,Display,35242.26,159385,3594,117
2026-02-27,CAM039,Email,15864.6,112065,9253,898
2026-02-27,CAM040,Affiliate,32928.35,132755,4433,220
2026-02-27,CAM041,Paid Social,70097.25,285968,12970,789
2026-02-27,CAM042,Email,19147.55,117692,8481,862
2026-02-27,CAM043,Paid Search,53388.33,200286,10542,717
2026-02-27,CAM044,Paid Social,77535.84,350880,13671,768
2026-02-28,CAM001,Affiliate,28666.19,99547,3798,214
2026-02-28,CAM002,Email,18148.52,131696,11125,1156
2026-02-28,CAM003,Paid Search,63483.42,223888,12523,894
2026-02-28,CAM004,Display,34639.3,158691,3939,141
2026-02-28,CAM005,Affiliate,25536.9,93215,3333,200
2026-02-28,CAM006,Paid Search,61232.77,185720,9735,662
2026-02-28,CAM007,Display,32743.89,159980,3980,126
2026-02-28,CAM008,Paid Search,43123.11,168148,9305,654
2026-02-28,CAM009,Affiliate,28527.93,107485,3447,202
2026-02-28,CAM010,Email,14167.55,100841,8080,766
2026-02-28,CAM011,Affiliate,28811.31,113551,4252,227
2026-02-28,CAM012,Email,21066.53,155686,13051,1249
2026-02-28,CAM013,Affiliate,26892.26,93678,3497,191
2026-02-28,CAM014,Paid Social,50637.28,221784,9983,634
2026-02-28,CAM015,Paid Search,51273.61,185714,9239,684
2026-02-28,CAM016,Paid Search,59450.07,231951,11623,877
2026-02-28,CAM017,Paid Social,67561.09,319631,13505,870
2026-02-28,CAM018,Email,18020.35,135420,10357,973
2026-02-28,CAM019,Paid Search,55066.91,183339,10448,714
2026-02-28,CAM020,Paid Social,68518.07,265735,11273,617
2026-02-28,CAM021,Paid Search,49011.41,155617,8955,708
2026-02-28,CAM022,Display,32566.82,162034,3937,132
2026-02-28,CAM023,Email,19630.94,135602,9814,979
2026-02-28,CAM024,Display,35278.73,184182,4827,153
2026-02-28,CAM025,Email,19212.98,150608,10882,1091
2026-02-28,CAM026,Paid Social,75299.62,329216,14424,877
2026-02-28,CAM027,Email,17724.41,118709,9440,1022
2026-02-28,CAM028,Email,20366.41,139827,11969,1233
