customer_id,customer_segment
CUST01370,Enterprise
CUST01371,Regular
CUST01372,Regular
CUST01373,Premium
CUST01374,Premium
CUST01375,Enterprise
CUST01376,Enterprise
CUST01377,Premium
CUST01378,Enterprise
CUST01379,Regular
CUST01380,Budget
CUST01381,Regular
CUST01382,Regular
CUST01383,Regular
CUST01384,Budget
CUST01385,Premium
CUST01386,Premium
CUST01387,Regular
CUST01388,Budget
CUST01389,Regular
CUST01390,Budget
CUST01391,Enterprise
CUST01392,Premium
CUST01393,Budget
CUST01394,Regular
CUST01395,Budget
CUST01396,Regular
CUST01397,Budget
CUST01398,Budget
CUST01399,Enterprise
CUST01400,Budget
CUST01401,Regular
CUST01402,Regular
CUST01403,Budget
CUST01404,Regular
CUST01405,Premium
CUST01406,Enterprise
CUST01407,Budget
CUST01408,Budget
CUST01409,Regular
CUST01410,Budget
CUST01411,Regular
CUST01412,Budget
CUST01413,Premium
CUST01414,Budget
CUST01415,Enterprise
CUST01416,Premium
CUST01417,Enterprise
CUST01418,Regular
CUST01419,Budget
CUST01420,Budget
CUST01421,Regular
CUST01422,Budget
CUST01423,Budget
CUST01424,Regular
CUST01425,Regular
CUST01426,Budget
CUST01427,Budget
CUST01428,Budget
CUST01429,Budget
CUST01430,Regular
CUST01431,Budget
CUST01432,Premium
CUST01433,Regular
CUST01434,Premium
CUST01435,Regular
CUST01436,Regular
CUST01437,Regular
CUST01438,Budget
CUST01439,Regular
CUST01440,Regular
CUST01441,Regular
CUST01442,Regular
CUST01443,Regular
CUST01444,Premium
CUST01445,Regular
CUST01446,Budget
CUST01447,Regular
CUST01448,Regular
CUST01449,Regular
CUST01450,Budget
CUST01451,Regular
CUST01452,Regular
CUST01453,Premium
CUST01454,Regular
CUST01455,Regular
CUST01456,Regular
CUST01457,Regular
CUST01458,Regular
CUST01459,Regular
CUST01460,Budget
CUST01461,Budget
CUST01462,Budget
CUST01463,Enterprise
CUST01464,Premium
CUST01465,Regular
CUST01466,Premium
CUST01467,Regular
CUST01468,Budget
CUST01469,Regular
CUST01470,Enterprise
CUST01471,Premium
CUST01472,Enterprise
CUST01473,Regular
CUST01474,Premium
CUST01475,Regular
CUST01476,Regular
CUST01477,Regular
CUST01478,Regular
CUST01479,Budget
CUST01480,Regular
CUST01481,Regular
CUST01482,Regular
CUST01483,Budget
CUST01484,Regular
CUST01485,Regular
CUST01486,Premium
CUST01487,Regular
CUST01488,Budget
CUST01489,Regular
CUST01490,Regular
CUST01491,Budget
CUST01492,Premium
CUST01493,Regular
CUST01494,Regular
CUST01495,Enterprise
CUST01496,Regular
CUST01497,Budget
CUST01498,Regular
CUST01499,Premium
CUST01500,Regular
CUST01501,Enterprise
CUST01502,Regular
CUST01503,Budget
CUST01504,Budget
CUST01505,Regular
CUST01506,Regular
CUST01507,Regular
CUST01508,Regular
CUST01509,Budget
CUST01510,Enterprise
CUST01511,Regular
CUST01512,Regular
CUST01513,Budget
CUST01514,Regular
CUST01515,Budget
CUST01516,Regular
CUST01517,Budget
CUST01518,Premium
CUST01519,Regular
CUST01520,Regular
CUST01521,Regular
CUST01522,Regular
CUST01523,Budget
CUST01524,Budget
CUST01525,Regular
CUST01526,Premium
CUST01527,Premium
CUST01528,Regular
CUST01529,Regular
CUST01530,Regular
CUST01531,Regular
CUST01532,Regular
CUST01533,Regular
CUST01534,Regular
CUST01535,Enterprise
CUST01536,Premium
CUST01537,Budget
CUST01538,Regular
CUST01539,Regular
CUST01540,Budget
CUST01541,Budget
CUST01542,Enterprise
CUST01543,Premium
CUST01544,Premium
CUST01545,Budget
CUST01546,Regular
CUST01547,Regular
CUST01548,Premium
CUST01549,Premium
CUST01550,Budget
CUST01551,Regular
CUST01552,Regular
CUST01553,Regular
CUST01554,Regular
CUST01555,Premium
CUST01556,Regular
CUST01557,Premium
CUST01558,Budget
CUST01559,Regular
CUST01560,Regular
CUST01561,Budget
CUST01562,Budget
CUST01563,Regular
CUST01564,Regular
CUST01565,Regular
CUST01566,Budget
CUST01567,Enterprise
CUST01568,Budget
CUST01569,Regular
CUST01570,Budget
CUST01571,Regular
CUST01572,Premium
CUST01573,Regular
CUST01574,Enterprise
CUST01575,Regular
CUST01576,Budget
CUST01577,Regular
CUST01578,Regular
CUST01579,Premium
CUST01580,Regular
CUST01581,Budget
CUST01582,Regular
CUST01583,Budget
CUST01584,Budget
CUST01585,Enterprise
CUST01586,Regular
CUST01587,Regular
CUST01588,Regular
CUST01589,Enterprise
CUST01590,Enterprise
CUST01591,Regular
CUST01592,Budget
CUST01593,Regular
CUST01594,Regular
CUST01595,Premium
CUST01596,Budget
CUST01597,Premium
CUST01598,Budget
CUST01599,Budget
CUST01600,Budget
CUST01601,Premium
CUST01602,Regular
CUST01603,Regular
CUST01604,Regular
CUST01605,Premium
CUST01606,Enterprise
CUST01607,Regular
CUST01608,Regular
CUST01609,Regular
CUST01610,Regular
CUST01611,Regular
CUST01612,Regular
CUST01613,Enterprise
CUST01614,Regular
CUST01615,Enterprise
CUST01616,Budget
CUST01617,Regular
CUST01618,Enterprise
CUST01619,Premium
CUST01620,Budget
CUST01621,Regular
CUST01622,Budget
CUST01623,Budget
CUST01624,Budget
CUST01625,Budget
CUST01626,Regular
CUST01627,Premium
CUST01628,Regular
CUST01629,Regular
CUST01630,Budget
CUST01631,Regular
CUST01632,Enterprise
CUST01633,Regular
CUST01634,Budget
CUST01635,Premium
CUST01636,Budget
CUST01637,Enterprise
CUST01638,Regular
CUST01639,Regular
CUST01640,Budget
CUST01641,Regular
CUST01642,Regular
CUST01643,Regular
CUST01644,Premium
CUST01645,Regular
CUST01646,Premium
CUST01647,Premium
CUST01648,Premium
CUST01649,Enterprise
CUST01650,Regular
CUST01651,Enterprise
CUST01652,Regular
CUST01653,Regular
CUST01654,Regular
CUST01655,Regular
CUST01656,Premium
CUST01657,Regular
CUST01658,Regular
CUST01659,Regular
CUST01660,Budget
CUST01661,Regular
CUST01662,Premium
CUST01663,Budget
CUST01664,Regular
CUST01665,Premium
CUST01666,Enterprise
CUST01667,Premium
CUST01668,Budget
CUST01669,Enterprise
CUST01670,Regular
CUST01671,Premium
CUST01672,Premium
CUST01673,Regular
CUST01674,Premium
CUST01675,Budget
CUST01676,Premium
CUST01677,Regular
CUST01678,Enterprise
CUST01679,Budget
CUST01680,Regular
CUST01681,Regular
CUST01682,Regular
CUST01683,Regular
CUST01684,Regular
CUST01685,Premium
CUST01686,Budget
CUST01687,Regular
CUST01688,Regular
CUST01689,Regular
CUST01690,Regular
CUST01691,Budget
CUST01692,Budget
CUST01693,Budget
CUST01694,Premium
CUST01695,Regular
CUST01696,Regular
CUST01697,Premium
CUST01698,Regular
CUST01699,Budget
CUST01700,Premium
CUST01701,Regular
CUST01702,Regular
CUST01703,Premium
CUST01704,Regular
CUST01705,Enterprise
CUST01706,Budget
CUST01707,Enterprise
CUST01708,Regular
CUST01709,Premium
CUST01710,Regular
CUST01711,Regular
CUST01712,Budget
CUST01713,Premium
CUST01714,Regular
CUST01715,Regular
CUST01716,Regular
CUST01717,Budget
CUST01718,Regular
CUST01719,Regular
CUST01720,Regular
CUST01721,Regular
CUST01722,Budget
CUST01723,Budget
CUST01724,Enterprise
CUST01725,Budget
CUST01726,Regular
CUST01727,Budget
CUST01728,Regular
CUST01729,Regular
CUST01730,Budget
CUST01731,Premium
CUST01732,Enterprise
CUST01733,Regular
CUST01734,Regular
CUST01735,Budget
CUST01736,Budget
CUST01737,Regular
CUST01738,Regular
CUST01739,Premium
CUST01740,Regular
CUST01741,Regular
CUST01742,Budget
CUST01743,Regular
CUST01744,Budget
CUST01745,Premium
CUST01746,Premium
CUST01747,Budget
CUST01748,Premium
CUST01749,Premium
CUST01750,Premium
CUST01751,Enterprise
CUST01752,Budget
CUST01753,Regular
CUST01754,Regular
CUST01755,Regular
CUST01756,Budget
CUST01757,Budget
CUST01758,Regular
CUST01759,Regular
CUST01760,Premium
CUST01761,Budget
CUST01762,Budget
CUST01763,Regular
CUST01764,Premium
CUST01765,Premium
CUST01766,Enterprise
CUST01767,Regular
CUST01768,Budget
CUST01769,Regular
CUST01770,Regular
CUST01771,Regular
CUST01772,Premium
CUST01773,Regular
CUST01774,Budget
CUST01775,Regular
CUST01776,Regular
CUST01777,Premium
CUST01778,Enterprise
CUST01779,Budget
CUST01780,Regular
CUST01781,Enterprise
CUST01782,Regular
CUST01783,Regular
CUST01784,Budget
CUST01785,Budget
CUST01786,Budget
CUST01787,Premium
CUST01788,Regular
CUST01789,Enterprise
CUST01790,Regular
CUST01791,Regular
CUST01792,Regular
CUST01793,Regular
CUST01794,Regular
CUST01795,Enterprise
CUST01796,Regular
CUST01797,Premium
CUST01798,Regular
CUST01799,Budget
CUST01800,Regular
CUST01801,Regular
CUST01802,Budget
CUST01803,Budget
CUST01804,Budget
CUST01805,Enterprise
CUST01806,Regular
CUST01807,Budget
CUST01808,Regular
CUST01809,Budget
CUST01810,Budget
CUST01811,Budget
CUST01812,Budget
CUST01813,Regular
CUST01814,Regular
CUST01815,Enterprise
CUST01816,Enterprise
CUST01817,Premium
CUST01818,Regular
CUST01819,Premium
CUST01820,Budget
CUST01821,Budget
CUST01822,Regular
CUST01823,Regular
CUST01824,Budget
CUST01825,Budget
CUST01826,Regular
CUST01827,Regular
CUST01828,Regular
CUST01829,Regular
CUST01830,Regular
CUST01831,Budget
CUST01832,Budget
CUST01833,Regular
CUST01834,Budget
CUST01835,Regular
CUST01836,Regular
CUST01837,Premium
CUST01838,Regular
CUST01839,Budget
CUST01840,Enterprise
CUST01841,Premium
CUST01842,Regular
CUST01843,Budget
CUST01844,Regular
CUST01845,Regular
CUST01846,Budget
CUST01847,Regular
CUST01848,Regular
CUST01849,Regular
CUST01850,Budget
CUST01851,Regular
CUST01852,Premium
CUST01853,Budget
CUST01854,Premium
CUST01855,Budget
CUST01856,Regular
CUST01857,Enterprise
CUST01858,Regular
CUST01859,Regular
CUST01860,Premium
CUST01861,Regular
CUST01862,Budget
CUST01863,Enterprise
CUST01864,Regular
CUST01865,Regular
CUST01866,Budget
CUST01867,Budget
CUST01868,Regular
CUST01869,Regular
CUST01870,Regular
CUST01871,Budget
CUST01872,Premium
CUST01873,Regular
CUST01874,Regular
CUST01875,Budget
CUST01876,Premium
CUST01877,Regular
CUST01878,Regular
CUST01879,Regular
CUST01880,Premium
CUST01881,Regular
CUST01882,Regular
CUST01883,Regular
CUST01884,Regular
CUST01885,Budget
CUST01886,Budget
CUST01887,Regular
CUST01888,Budget
CUST01889,Regular
CUST01890,Premium
CUST01891,Premium
CUST01892,Regular
CUST01893,Budget
CUST01894,Budget
CUST01895,Budget
CUST01896,Regular
CUST01897,Regular
CUST01898,Premium
CUST01899,Regular
CUST01900,Regular
CUST01901,Premium
CUST01902,Regular
CUST01903,Regular
CUST01904,Budget
CUST01905,Enterprise
CUST01906,Enterprise
CUST01907,Regular
CUST01908,Regular
CUST01909,Regular
CUST01910,Budget
CUST01911,Premium
CUST01912,Regular
CUST01913,Budget
CUST01914,Regular
CUST01915,Regular
CUST01916,Regular
CUST01917,Regular
CUST01918,Regular
CUST01919,Regular
CUST01920,Premium
CUST01921,Premium
CUST01922,Budget
CUST01923,Regular
CUST01924,Regular
CUST01925,Regular
CUST01926,Enterprise
CUST01927,Regular
CUST01928,Regular
CUST01929,Budget
CUST01930,Budget
CUST01931,Regular
CUST01932,Budget
CUST01933,Regular
CUST01934,Regular
CUST01935,Premium
CUST01936,Premium
CUST01937,Budget
CUST01938,Regular
CUST01939,Regular
CUST01940,Budget
CUST01941,Budget
CUST01942,Regular
CUST01943,Regular
CUST01944,Premium
CUST01945,Budget
CUST01946,Budget
CUST01947,Enterprise
CUST01948,Premium
CUST01949,Premium
CUST01950,Regular
CUST01951,Regular
CUST01952,Regular
CUST01953,Enterprise
CUST01954,Regular
CUST01955,Regular
CUST01956,Budget
CUST01957,Regular
CUST01958,Budget
CUST01959,Premium
CUST01960,Regular
CUST01961,Premium
CUST01962,Premium
CUST01963,Enterprise
CUST01964,Premium
CUST01965,Regular
CUST01966,Regular
CUST01967,Regular
CUST01968,Budget
CUST01969,Premium
CUST01970,Budget
CUST01971,Enterprise
CUST01972,Regular
CUST01973,Enterprise
CUST01974,Premium
CUST01975,Regular
CUST01976,Regular
CUST01977,Budget
CUST01978,Enterprise
CUST01979,Regular
CUST01980,Budget
CUST01981,Regular
CUST01982,Regular
CUST01983,Regular
CUST01984,Enterprise
CUST01985,Regular
CUST01986,Regular
CUST01987,Premium
CUST01988,Regular
CUST01989,Regular
CUST01990,Regular
CUST01991,Budget
CUST01992,Regular
CUST01993,Regular
CUST01994,Premium
CUST01995,Budget
CUST01996,Budget
CUST01997,Premium
CUST01998,Budget
CUST01999,Regular
CUST02000,Premium
CUST02001,Regular
CUST02002,Regular
CUST02003,Regular
CUST02004,Enterprise
CUST02005,Budget
CUST02006,Budget
CUST02007,Regular
CUST02008,Regular
CUST02009,Budget
CUST02010,Regular
CUST02011,Premium
CUST02012,Regular
CUST02013,Budget
CUST02014,Regular
CUST02015,Premium
CUST02016,Budget
CUST02017,Regular
CUST02018,Regular
CUST02019,Regular
CUST02020,Regular
CUST02021,Budget
CUST02022,Regular
CUST02023,Regular
CUST02024,Budget
CUST02025,Budget
CUST02026,Budget
CUST02027,Regular
CUST02028,Regular
CUST02029,Enterprise
CUST02030,Budget
CUST02031,Premium
CUST02032,Premium
CUST02033,Regular
CUST02034,Enterprise
CUST02035,Regular
CUST02036,Regular
CUST02037,Premium
CUST02038,Budget
CUST02039,Budget
CUST02040,Regular
CUST02041,Budget
CUST02042,Enterprise
CUST02043,Regular
CUST02044,Regular
CUST02045,Regular
CUST02046,Budget
CUST02047,Regular
CUST02048,Regular
CUST02049,Budget
CUST02050,Regular
CUST02051,Enterprise
CUST02052,Regular
CUST02053,Regular
CUST02054,Budget
CUST02055,Budget
CUST02056,Regular
CUST02057,Budget
CUST02058,Enterprise
CUST02059,Regular
CUST02060,Enterprise
CUST02061,Premium
CUST02062,Regular
CUST02063,Regular
CUST02064,Budget
CUST02065,Budget
CUST02066,Regular
CUST02067,Regular
CUST02068,Regular
CUST02069,Premium
CUST02070,Budget
CUST02071,Budget
CUST02072,Regular
CUST02073,Enterprise
CUST02074,Regular
CUST02075,Enterprise
CUST02076,Budget
CUST02077,Regular
CUST02078,Regular
CUST02079,Budget
CUST02080,Regular
CUST02081,Regular
CUST02082,Premium
CUST02083,Regular
CUST02084,Regular
CUST02085,Budget
CUST02086,Budget
CUST02087,Premium
CUST02088,Budget
CUST02089,Regular
CUST02090,Budget
CUST02091,Budget
CUST02092,Regular
CUST02093,Budget
CUST02094,Regular
CUST02095,Regular
CUST02096,Budget
CUST02097,Regular
CUST02098,Regular
CUST02099,Regular
CUST02100,Budget
CUST02101,Regular
CUST02102,Regular
CUST02103,Budget
CUST02104,Budget
CUST02105,Premium
CUST02106,Regular
CUST02107,Premium
CUST02108,Regular
CUST02109,Regular
CUST02110,Budget
CUST02111,Budget
CUST02112,Regular
CUST02113,Regular
CUST02114,Budget
CUST02115,Regular
CUST02116,Enterprise
CUST02117,Regular
CUST02118,Premium
CUST02119,Budget
CUST02120,Regular
CUST02121,Budget
CUST02122,Premium
CUST02123,Regular
CUST02124,Budget
CUST02125,Regular
CUST02126,Budget
CUST02127,Regular
CUST02128,Regular
CUST02129,Budget
CUST02130,Regular
CUST02131,Regular
CUST02132,Regular
CUST02133,Premium
CUST02134,Regular
CUST02135,Budget
CUST02136,Enterprise
CUST02137,Budget
CUST02138,Budget
CUST02139,Budget
CUST02140,Budget
CUST02141,Regular
CUST02142,Enterprise
CUST02143,Budget
CUST02144,Regular
CUST02145,Premium
CUST02146,Regular
CUST02147,Regular
CUST02148,Budget
CUST02149,Regular
CUST02150,Regular
CUST02151,Enterprise
CUST02152,Premium
CUST02153,Regular
CUST02154,Premium
CUST02155,Budget
CUST02156,Enterprise
CUST02157,Regular
CUST02158,Budget
CUST02159,Regular
CUST02160,Enterprise
CUST02161,Budget
CUST02162,Budget
CUST02163,Premium
CUST02164,Enterprise
CUST02165,Budget
CUST02166,Regular
CUST02167,Budget
CUST02168,Regular
CUST02169,Budget
CUST02170,Premium
CUST02171,Budget
CUST02172,Regular
CUST02173,Premium
CUST02174,Regular
CUST02175,Premium
CUST02176,Regular
CUST02177,Regular
CUST02178,Regular
CUST02179,Regular
CUST02180,Regular
CUST02181,Budget
CUST02182,Premium
CUST02183,Enterprise
CUST02184,Budget
CUST02185,Budget
CUST02186,Regular
CUST02187,Budget
CUST02188,Regular
CUST02189,Premium
CUST02190,Regular
CUST02191,Budget
CUST02192,Premium
CUST02193,Regular
CUST02194,Enterprise
CUST02195,Budget
CUST02196,Regular
CUST02197,Premium
CUST02198,Budget
CUST02199,Regular
CUST02200,Premium
CUST02201,Premium
CUST02202,Enterprise
CUST02203,Budget
CUST02204,Budget
CUST02205,Budget
CUST02206,Regular
CUST02207,Regular
CUST02208,Regular
CUST02209,Regular
CUST02210,Regular
CUST02211,Budget
CUST02212,Regular
CUST02213,Budget
CUST02214,Regular
CUST02215,Regular
CUST02216,Regular
CUST02217,Regular
CUST02218,Budget
CUST02219,Regular
CUST02220,Regular
CUST02221,Premium
CUST02222,Regular
CUST02223,Regular
CUST02224,Budget
CUST02225,Enterprise
CUST02226,Regular
CUST02227,Budget
CUST02228,Regular
CUST02229,Regular
CUST02230,Premium
CUST02231,Regular
CUST02232,Regular
CUST02233,Regular
CUST02234,Premium
CUST02235,Premium
CUST02236,Regular
CUST02237,Enterprise
CUST02238,Regular
CUST02239,Regular
CUST02240,Regular
CUST02241,Regular
CUST02242,Regular
CUST02243,Regular
CUST02244,Regular
CUST02245,Premium
CUST02246,Premium
CUST02247,Regular
CUST02248,Premium
CUST02249,Premium
CUST02250,Regular
CUST02251,Budget
CUST02252,Regular
CUST02253,Regular
CUST02254,Regular
CUST02255,Enterprise
CUST02256,Regular
CUST02257,Premium
CUST02258,Regular
CUST02259,Premium
CUST02260,Regular
CUST02261,Regular
CUST02262,Budget
CUST02263,Regular
CUST02264,Budget
CUST02265,Enterprise
CUST02266,Premium
CUST02267,Regular
CUST02268,Regular
CUST02269,Regular
CUST02270,Regular
CUST02271,Enterprise
CUST02272,Budget
CUST02273,Regular
CUST02274,Regular
CUST02275,Budget
CUST02276,Enterprise
CUST02277,Budget
CUST02278,Premium
CUST02279,Regular
CUST02280,Premium
CUST02281,Regular
CUST02282,Premium
CUST02283,Regular
CUST02284,Budget
CUST02285,Premium
CUST02286,Regular
CUST02287,Regular
CUST02288,Regular
CUST02289,Premium
CUST02290,Regular
CUST02291,Budget
CUST02292,Premium
CUST02293,Premium
CUST02294,Regular
CUST02295,Enterprise
CUST02296,Budget
CUST02297,Budget
CUST02298,Regular
CUST02299,Regular
CUST02300,Premium
CUST02301,Regular
CUST02302,Enterprise
CUST02303,Regular
CUST02304,Budget
CUST02305,Budget
CUST02306,Premium
CUST02307,Enterprise
CUST02308,Premium
CUST02309,Regular
CUST02310,Premium
CUST02311,Premium
CUST02312,Regular
CUST02313,Regular
CUST02314,Regular
CUST02315,Regular
CUST02316,Premium
CUST02317,Premium
CUST02318,Regular
CUST02319,Regular
CUST02320,Budget
CUST02321,Budget
CUST02322,Budget
CUST02323,Budget
CUST02324,Regular
CUST02325,Budget
CUST02326,Regular
CUST02327,Regular
CUST02328,Budget
CUST02329,Regular
CUST02330,Budget
CUST02331,Budget
CUST02332,Budget
CUST02333,Enterprise
CUST02334,Regular
CUST02335,Regular
CUST02336,Regular
CUST02337,Regular
CUST02338,Regular
CUST02339,Budget
CUST02340,Budget
CUST02341,Regular
CUST02342,Regular
CUST02343,Regular
CUST02344,Premium
CUST02345,Budget
CUST02346,Regular
CUST02347,Regular
CUST02348,Premium
CUST02349,Regular
CUST02350,Regular
CUST02351,Regular
CUST02352,Premium
CUST02353,Regular
CUST02354,Regular
CUST02355,Budget
CUST02356,Regular
CUST02357,Regular
CUST02358,Regular
CUST02359,Enterprise
CUST02360,Regular
CUST02361,Budget
CUST02362,Premium
CUST02363,Regular
CUST02364,Premium
CUST02365,Regular
CUST02366,Enterprise
CUST02367,Regular
CUST02368,Premium
CUST02369,Premium
CUST02370,Regular
CUST02371,Regular
CUST02372,Premium
CUST02373,Budget
CUST02374,Regular
CUST02375,Regular
CUST02376,Enterprise
CUST02377,Premium
CUST02378,Enterprise
CUST02379,Regular
CUST02380,Budget
CUST02381,Regular
CUST02382,Budget
CUST02383,Enterprise
CUST02384,Regular
CUST02385,Enterprise
CUST02386,Regular
CUST02387,Regular
CUST02388,Regular
CUST02389,Regular
CUST02390,Regular
CUST02391,Regular
CUST02392,Regular
CUST02393,Budget
CUST02394,Budget
CUST02395,Regular
CUST02396,Regular
CUST02397,Regular
CUST02398,Regular
CUST02399,Premium
CUST02400,Regular
CUST02401,Regular
CUST02402,Enterprise
CUST02403,Regular
CUST02404,Regular
CUST02405,Regular
CUST02406,Premium
CUST02407,Regular
CUST02408,Regular
CUST02409,Regular
CUST02410,Regular
CUST02411,Enterprise
CUST02412,Budget
CUST02413,Regular
CUST02414,Regular
CUST02415,Regular
CUST02416,Regular
CUST02417,Regular
CUST02418,Premium
CUST02419,Regular
CUST02420,Regular
CUST02421,Regular
CUST02422,Enterprise
CUST02423,Enterprise
CUST02424,Budget
CUST02425,Regular
CUST02426,Budget
CUST02427,Premium
CUST02428,Budget
CUST02429,Premium
CUST02430,Budget
CUST02431,Regular
CUST02432,Budget
CUST02433,Enterprise
CUST02434,Premium
CUST02435,Regular
CUST02436,Enterprise
CUST02437,Regular
CUST02438,Budget
CUST02439,Regular
CUST02440,Regular
CUST02441,Regular
CUST02442,Regular
CUST02443,Budget
CUST02444,Regular
CUST02445,Regular
CUST02446,Regular
CUST02447,Regular
CUST02448,Budget
CUST02449,Enterprise
CUST02450,Regular
CUST02451,Budget
CUST02452,Budget
CUST02453,Regular
CUST02454,Enterprise
CUST02455,Regular
CUST02456,Premium
CUST02457,Budget
CUST02458,Regular
CUST02459,Budget
CUST02460,Budget
CUST02461,Premium
CUST02462,Budget
CUST02463,Regular
CUST02464,Regular
CUST02465,Regular
CUST02466,Enterprise
CUST02467,Premium
CUST02468,Regular
CUST02469,Budget
CUST02470,Budget
CUST02471,Budget
CUST02472,Premium
CUST02473,Regular
CUST02474,Regular
CUST02475,Budget
CUST02476,Regular
CUST02477,Regular
CUST02478,Enterprise
CUST02479,Premium
CUST02480,Enterprise
CUST02481,Budget
CUST02482,Budget
CUST02483,Regular
CUST02484,Premium
CUST02485,Budget
CUST02486,Budget
CUST02487,Budget
CUST02488,Premium
CUST02489,Budget
CUST02490,Budget
CUST02491,Budget
CUST02492,Budget
CUST02493,Budget
CUST02494,Regular
CUST02495,Premium
CUST02496,Regular
CUST02497,Premium
CUST02498,Regular
CUST02499,Regular
CUST02500,Premium
CUST02501,Regular
CUST02502,Premium
CUST02503,Budget
CUST02504,Enterprise
CUST02505,Premium
CUST02506,Enterprise
CUST02507,Regular
CUST02508,Regular
CUST02509,Premium
CUST02510,Regular
CUST02511,Budget
CUST02512,Budget
CUST02513,Premium
CUST02514,Premium
CUST02515,Regular
CUST02516,Regular
CUST02517,Regular
CUST02518,Regular
CUST02519,Budget
CUST02520,Enterprise
CUST02521,Regular
CUST02522,Enterprise
CUST02523,Regular
CUST02524,Regular
CUST02525,Regular
CUST02526,Regular
CUST02527,Enterprise
CUST02528,Regular
CUST02529,Regular
CUST02530,Regular
CUST02531,Premium
CUST02532,Budget
CUST02533,Regular
CUST02534,Regular
CUST02535,Regular
CUST02536,Regular
CUST02537,Premium
CUST02538,Budget
CUST02539,Regular
CUST02540,Budget
CUST02541,Budget
CUST02542,Budget
CUST02543,Regular
CUST02544,Regular
CUST02545,Premium
CUST02546,Budget
CUST02547,Regular
CUST02548,Regular
CUST02549,Regular
CUST02550,Premium
CUST02551,Regular
CUST02552,Premium
CUST02553,Budget
CUST02554,Regular
CUST02555,Premium
CUST02556,Regular
CUST02557,Premium
CUST02558,Regular
CUST02559,Budget
CUST02560,Premium
CUST02561,Budget
CUST02562,Premium
CUST02563,Regular
CUST02564,Budget
CUST02565,Regular
CUST02566,Premium
CUST02567,Regular
CUST02568,Regular
CUST02569,Budget
CUST02570,Regular
CUST02571,Budget
CUST02572,Budget
CUST02573,Regular
CUST02574,Enterprise
CUST02575,Regular
CUST02576,Enterprise
CUST02577,Premium
CUST02578,Budget
CUST02579,Regular
CUST02580,Regular
CUST02581,Regular
CUST02582,Budget
CUST02583,Premium
CUST02584,Regular
CUST02585,Budget
CUST02586,Budget
CUST02587,Enterprise
CUST02588,Budget
CUST02589,Enterprise
CUST02590,Budget
CUST02591,Regular
CUST02592,Premium
CUST02593,Budget
CUST02594,Regular
CUST02595,Premium
CUST02596,Regular
CUST02597,Enterprise
CUST02598,Regular
CUST02599,Regular
CUST02600,Regular
CUST02601,Regular
CUST02602,Regular
CUST02603,Regular
CUST02604,Premium
CUST02605,Budget
CUST02606,Regular
CUST02607,Budget
CUST02608,Budget
CUST02609,Regular
CUST02610,Budget
CUST02611,Regular
CUST02612,Budget
CUST02613,Regular
CUST02614,Budget
CUST02615,Regular
CUST02616,Regular
CUST02617,Premium
CUST02618,Budget
CUST02619,Budget
CUST02620,Regular
CUST02621,Regular
CUST02622,Regular
CUST02623,Budget
CUST02624,Regular
CUST02625,Budget
CUST02626,Regular
CUST02627,Regular
CUST02628,Premium
CUST02629,Premium
CUST02630,Regular
CUST02631,Regular
CUST02632,Budget
CUST02633,Premium
CUST02634,Regular
CUST02635,Regular
CUST02636,Premium
CUST02637,Premium
CUST02638,Regular
CUST02639,Regular
CUST02640,Regular
CUST02641,Regular
CUST02642,Regular
CUST02643,Premium
CUST02644,Regular
CUST02645,Enterprise
CUST02646,Regular
CUST02647,Budget
CUST02648,Regular
CUST02649,Budget
CUST02650,Budget
CUST02651,Regular
CUST02652,Enterprise
CUST02653,Premium
CUST02654,Premium
CUST02655,Budget
CUST02656,Budget
CUST02657,Premium
CUST02658,Regular
CUST02659,Premium
CUST02660,Regular
CUST02661,Budget
CUST02662,Regular
CUST02663,Regular
CUST02664,Regular
CUST02665,Premium
CUST02666,Regular
CUST02667,Regular
CUST02668,Enterprise
CUST02669,Budget
CUST02670,Premium
CUST02671,Budget
CUST02672,Budget
CUST02673,Budget
CUST02674,Regular
CUST02675,Regular
CUST02676,Regular
CUST02677,Premium
CUST02678,Regular
CUST02679,Regular
CUST02680,Regular
CUST02681,Budget
CUST02682,Regular
CUST02683,Premium
CUST02684,Enterprise
CUST02685,Enterprise
CUST02686,Budget
CUST02687,Enterprise
CUST02688,Regular
CUST02689,Enterprise
CUST02690,Premium
CUST02691,Regular
CUST02692,Regular
CUST02693,Regular
CUST02694,Premium
CUST02695,Regular
CUST02696,Budget
CUST02697,Regular
CUST02698,Premium
CUST02699,Budget
CUST02700,Regular
CUST02701,Regular
CUST02702,Budget
CUST02703,Regular
CUST02704,Regular
CUST02705,Enterprise
CUST02706,Regular
CUST02707,Regular
CUST02708,Budget
CUST02709,Budget
CUST02710,Premium
CUST02711,Premium
CUST02712,Premium
CUST02713,Regular
CUST02714,Regular
CUST02715,Premium
CUST02716,Enterprise
CUST02717,Regular
CUST02718,Regular
CUST02719,Regular
CUST02720,Budget
CUST02721,Premium
CUST02722,Regular
CUST02723,Budget
CUST02724,Regular
CUST02725,Regular
CUST02726,Regular
CUST02727,Premium
CUST02728,Regular
CUST02729,Regular
CUST02730,Regular
CUST02731,Premium
CUST02732,Budget
CUST02733,Enterprise
CUST02734,Budget
CUST02735,Budget
CUST02736,Regular
CUST02737,Enterprise
CUST02738,Regular
CUST02739,Enterprise
CUST02740,Enterprise
CUST02741,Budget
CUST02742,Enterprise
